                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.64942,                0.71559,                0.39588,                0.89052,                0.98633,                      1,                0.99189,                0.86013,                0.98633,                      1,                0.99189,                0.83931,                0.58266,                0.87728,                0.33963,                0.71099,              0.0009308,              0.0009308,              0.0009308
                    111,                0.67396,                0.76299,                0.40607,                0.90474,                0.98691,                      1,                0.99257,                0.84603,                0.98691,                      1,                0.99257,                0.84815,                0.62168,                0.84094,                0.36721,                0.72577,              0.0009209,              0.0009209,              0.0009209
                    112,                0.65067,                0.74884,                 0.4009,                0.90842,                0.98736,                      1,                0.99196,                 0.8577,                0.98736,                      1,                0.99196,                0.84637,                0.61662,                0.83406,                 0.3473,                0.71889,               0.000911,               0.000911,               0.000911
                    113,                0.61944,                0.71977,                0.38022,                0.89434,                 0.9858,                      1,                0.99247,                0.84704,                 0.9858,                      1,                0.99247,                0.84073,                0.62138,                0.87457,                0.37692,                 0.7261,              0.0009011,              0.0009011,              0.0009011
                    114,                 0.6434,                0.70283,                0.39463,                 0.9051,                0.98598,                      1,                0.99276,                0.84426,                0.98598,                      1,                0.99276,                0.83414,                0.62694,                 0.9035,                0.38059,                0.71659,              0.0008912,              0.0008912,              0.0008912
                    115,                0.65894,                 0.7517,                0.39413,                0.91231,                0.98576,                      1,                0.99138,                 0.8455,                0.98576,                      1,                0.99138,                0.83716,                  0.598,                0.87589,                 0.3797,                0.70961,              0.0008813,              0.0008813,              0.0008813
                    116,                0.63973,                0.69233,                0.38387,                0.90109,                0.98592,                      1,                0.99053,                0.85877,                0.98592,                      1,                0.99053,                0.83387,                0.59074,                0.89076,                0.36395,                0.71166,              0.0008714,              0.0008714,              0.0008714
                    117,                0.63406,                 0.6956,                0.38543,                0.89983,                0.98609,                      1,                0.99313,                0.83477,                0.98609,                      1,                0.99313,                0.83857,                0.68578,                0.90194,                0.36601,                0.73081,              0.0008615,              0.0008615,              0.0008615
                    118,                0.64283,                0.72303,                0.38454,                0.90541,                0.98614,                      1,                0.99344,                0.85416,                0.98614,                      1,                0.99344,                0.83056,                0.62294,                0.89954,                0.35788,                0.72526,              0.0008516,              0.0008516,              0.0008516
                    119,                0.64938,                0.72094,                0.39354,                0.89841,                0.98606,                      1,                0.99397,                0.84527,                0.98606,                      1,                0.99397,                0.83884,                0.62013,                0.86821,                0.35495,                0.73073,              0.0008417,              0.0008417,              0.0008417
                    120,                0.65861,                  0.728,                0.38983,                0.90479,                0.98615,                      1,                 0.9937,                0.83857,                0.98615,                      1,                 0.9937,                0.81673,                0.62681,                0.90572,                0.35363,                0.71658,              0.0008318,              0.0008318,              0.0008318
                    121,                0.64967,                0.75797,                0.40216,                0.90752,                0.98579,                      1,                0.99358,                0.85234,                0.98579,                      1,                0.99358,                 0.8432,                0.60095,                0.87265,                 0.3642,                0.71892,              0.0008219,              0.0008219,              0.0008219
                    122,                0.62915,                0.71137,                0.38588,                0.90181,                0.98599,                      1,                0.99172,                0.84571,                0.98599,                      1,                0.99172,                0.84625,                0.61404,                0.89533,                0.36219,                0.71509,               0.000812,               0.000812,               0.000812
                    123,                0.63607,                0.70509,                0.38699,                0.91118,                0.98614,                      1,                0.99356,                0.85858,                0.98614,                      1,                0.99356,                0.84531,                0.57294,                0.89412,                0.33587,                0.70694,              0.0008021,              0.0008021,              0.0008021
                    124,                0.64397,                  0.724,                 0.3918,                0.89914,                0.99191,                      1,                0.99419,                0.85806,                0.99191,                      1,                0.99419,                0.83787,                0.60851,                0.91347,                0.35607,                0.70871,              0.0007922,              0.0007922,              0.0007922
                    125,                0.60581,                0.67378,                0.37177,                0.90194,                0.98644,                      1,                0.99473,                0.88051,                0.98644,                      1,                0.99473,                0.84445,                 0.5794,                0.90018,                0.34324,                0.70999,              0.0007823,              0.0007823,              0.0007823
                    126,                0.63766,                0.69517,                0.38746,                 0.8993,                0.98637,                      1,                0.99459,                0.87132,                0.98637,                      1,                0.99459,                 0.8576,                0.58913,                 0.8866,                0.34153,                0.70527,              0.0007724,              0.0007724,              0.0007724
                    127,                0.62745,                0.70395,                 0.3782,                0.89567,                0.98749,                      1,                 0.9927,                0.85941,                0.98749,                      1,                 0.9927,                0.84408,                0.58963,                0.89958,                0.34317,                0.70628,              0.0007625,              0.0007625,              0.0007625
                    128,                0.61561,                0.73669,                0.36924,                0.89914,                0.98609,                      1,                0.99108,                0.84447,                0.98609,                      1,                0.99108,                0.83401,                0.61532,                0.86995,                0.37021,                0.71769,              0.0007526,              0.0007526,              0.0007526
                    129,                0.61888,                0.73161,                0.37574,                0.89679,                0.98606,                      1,                0.99089,                0.84218,                0.98606,                      1,                0.99089,                0.82841,                0.61657,                0.89764,                 0.3558,                0.70901,              0.0007427,              0.0007427,              0.0007427
                    130,                0.63455,                0.70195,                0.37474,                0.89937,                0.98857,                      1,                 0.9923,                0.85858,                0.98857,                      1,                 0.9923,                0.83974,                0.58439,                0.90755,                0.33745,                0.70839,              0.0007328,              0.0007328,              0.0007328
                    131,                0.63032,                0.71451,                0.38132,                0.90785,                0.98708,                      1,                 0.9923,                0.84772,                0.98708,                      1,                 0.9923,                0.83706,                0.59832,                0.89653,                 0.3434,                0.71038,              0.0007229,              0.0007229,              0.0007229
                    132,                0.62722,                0.71571,                0.37955,                0.90138,                0.98606,                      1,                 0.9908,                0.85017,                0.98606,                      1,                 0.9908,                0.83881,                0.60653,                0.88436,                0.36241,                0.70771,               0.000713,               0.000713,               0.000713
                    133,                0.61997,                0.68767,                0.37279,                0.89759,                0.98613,                      1,                0.99177,                  0.865,                0.98613,                      1,                0.99177,                0.85155,                  0.585,                 0.8483,                0.34261,                0.70086,              0.0007031,              0.0007031,              0.0007031
                    134,                0.61797,                0.67721,                0.36683,                0.89782,                 0.9862,                      1,                0.99358,                0.85561,                 0.9862,                      1,                0.99358,                0.83969,                0.61405,                0.89755,                0.35685,                0.71104,              0.0006932,              0.0006932,              0.0006932
                    135,                0.61516,                0.73171,                0.38105,                0.90911,                0.98614,                      1,                0.99219,                0.86324,                0.98614,                      1,                0.99219,                0.84315,                0.55282,                0.89148,                 0.3286,                0.69642,              0.0006833,              0.0006833,              0.0006833
                    136,                 0.5878,                0.69647,                0.36078,                0.89121,                 0.9861,                      1,                0.99212,                0.85645,                 0.9861,                      1,                0.99212,                0.83711,                0.59774,                0.87155,                0.33288,                0.71327,              0.0006734,              0.0006734,              0.0006734
                    137,                0.61325,                0.70773,                0.36548,                0.89624,                0.98616,                      1,                0.99121,                0.86692,                0.98616,                      1,                0.99121,                0.84264,                0.55919,                0.87343,                0.33305,                0.70272,              0.0006635,              0.0006635,              0.0006635
                    138,                 0.5974,                  0.698,                0.36271,                0.89428,                0.98616,                      1,                0.99177,                0.85389,                0.98616,                      1,                0.99177,                0.84124,                0.58829,                0.86811,                0.35148,                0.70552,              0.0006536,              0.0006536,              0.0006536
                    139,                0.60393,                 0.6788,                 0.3699,                 0.8949,                0.98793,                      1,                0.99216,                0.85691,                0.98793,                      1,                0.99216,                0.83974,                0.57026,                0.87048,                0.34351,                0.69586,              0.0006437,              0.0006437,              0.0006437
                    140,                0.60623,                0.72615,                0.37382,                0.90087,                0.98619,                      1,                 0.9927,                0.87416,                0.98619,                      1,                 0.9927,                0.84557,                0.57323,                0.87696,                0.34291,                0.70916,              0.0006338,              0.0006338,              0.0006338
                    141,                0.60403,                 0.7435,                0.37117,                0.89845,                 0.9861,                      1,                0.99289,                0.86235,                 0.9861,                      1,                0.99289,                0.84627,                0.59774,                0.86994,                0.34553,                0.70885,              0.0006239,              0.0006239,              0.0006239
                    142,                 0.6175,                0.70571,                0.36543,                0.90014,                0.98606,                      1,                0.99214,                0.85184,                0.98606,                      1,                0.99214,                 0.8421,                0.62614,                0.88106,                0.34975,                0.70717,               0.000614,               0.000614,               0.000614
                    143,                0.59023,                 0.6839,                0.36696,                0.89584,                0.98743,                      1,                0.99216,                0.86088,                0.98743,                      1,                0.99216,                0.83926,                 0.5702,                0.89208,                0.33827,                0.70582,              0.0006041,              0.0006041,              0.0006041
                    144,                0.60639,                0.69522,                0.35558,                0.89631,                0.98616,                      1,                0.99201,                0.86513,                0.98616,                      1,                0.99201,                0.84298,                0.57299,                0.90016,                0.33638,                0.70312,              0.0005942,              0.0005942,              0.0005942
                    145,                0.59425,                0.66203,                0.34878,                0.89564,                0.98618,                      1,                0.99228,                0.85955,                0.98618,                      1,                0.99228,                0.84074,                0.58882,                0.88523,                0.34432,                0.70618,              0.0005843,              0.0005843,              0.0005843
                    146,                0.58692,                0.67882,                0.35036,                0.88445,                0.99324,                0.99943,                0.99446,                0.87675,                0.99324,                0.99943,                0.99446,                0.84853,                0.57722,                 0.9057,                0.32955,                0.70115,              0.0005744,              0.0005744,              0.0005744
                    147,                0.59327,                0.67757,                0.35293,                0.89247,                0.98618,                      1,                0.99405,                0.87774,                0.98618,                      1,                0.99405,                0.85451,                0.57367,                 0.8986,                0.33197,                0.70386,              0.0005645,              0.0005645,              0.0005645
                    148,                0.57153,                0.66078,                0.34901,                0.88697,                0.98616,                      1,                0.99124,                0.86721,                0.98616,                      1,                0.99124,                0.84463,                0.56094,                0.85622,                0.32326,                0.69583,              0.0005546,              0.0005546,              0.0005546
                    149,                 0.6045,                0.68384,                0.36703,                0.90715,                0.98579,                      1,                0.99192,                 0.8556,                0.98579,                      1,                0.99192,                  0.847,                0.59295,                0.87234,                0.33058,                0.70402,              0.0005447,              0.0005447,              0.0005447
                    150,                0.57601,                0.66996,                0.35747,                0.89148,                0.98604,                      1,                0.99296,                0.85893,                0.98604,                      1,                0.99296,                0.83692,                0.56134,                0.91107,                0.31208,                0.70125,              0.0005348,              0.0005348,              0.0005348
                    151,                0.58356,                0.70079,                0.34803,                0.89525,                0.98636,                      1,                0.99365,                0.85937,                0.98636,                      1,                0.99365,                0.83979,                0.56555,                0.93112,                0.32283,                0.70195,              0.0005249,              0.0005249,              0.0005249
                    152,                0.58737,                0.67475,                0.34961,                0.89162,                0.98692,                      1,                0.99419,                0.86562,                0.98692,                      1,                0.99419,                0.85019,                0.58087,                 0.9007,                0.32893,                0.70464,               0.000515,               0.000515,               0.000515
                    153,                0.58478,                  0.682,                0.35327,                0.89188,                0.98979,                      1,                0.99209,                0.86233,                0.98979,                      1,                0.99209,                0.84404,                 0.5778,                0.91254,                0.32172,                0.70188,              0.0005051,              0.0005051,              0.0005051
                    154,                0.59183,                0.69884,                0.34953,                0.89274,                0.98977,                      1,                0.99385,                0.86127,                0.98977,                      1,                0.99385,                0.84394,                0.57846,                0.87746,                0.33186,                0.69645,              0.0004952,              0.0004952,              0.0004952
                    155,                0.57639,                 0.6765,                0.34812,                0.88645,                0.98777,                      1,                0.99446,                0.87046,                0.98777,                      1,                0.99446,                0.84661,                0.56694,                0.85826,                0.33046,                0.69274,              0.0004853,              0.0004853,              0.0004853
                    156,                0.59149,                0.70548,                0.35518,                0.89253,                0.98658,                      1,                0.99412,                0.86561,                0.98658,                      1,                0.99412,                0.84217,                0.56739,                0.87921,                 0.3292,                0.69778,              0.0004754,              0.0004754,              0.0004754
                    157,                 0.5809,                0.67241,                0.34847,                0.89206,                 0.9895,                      1,                0.99426,                0.86307,                 0.9895,                      1,                0.99426,                0.84582,                0.55858,                0.86961,                0.32596,                0.69733,              0.0004655,              0.0004655,              0.0004655
                    158,                0.57549,                0.66875,                0.34457,                0.89904,                0.98803,                      1,                0.99432,                0.86948,                0.98803,                      1,                0.99432,                0.84954,                0.56646,                0.89281,                0.31783,                0.69556,              0.0004556,              0.0004556,              0.0004556
                    159,                0.57615,                0.65434,                0.34557,                0.89467,                0.98489,                      1,                0.99453,                0.86543,                0.98489,                      1,                0.99453,                0.85066,                0.55039,                0.87298,                0.32026,                0.69167,              0.0004457,              0.0004457,              0.0004457
                    160,                0.57945,                0.66816,                0.35209,                0.89994,                 0.9844,                      1,                0.99351,                0.87127,                 0.9844,                      1,                0.99351,                0.85389,                0.55427,                0.87932,                0.32231,                0.68392,              0.0004358,              0.0004358,              0.0004358
                    161,                0.59497,                0.70307,                0.35393,                0.90048,                0.98618,                      1,                 0.9927,                0.87059,                0.98618,                      1,                 0.9927,                0.84467,                0.56793,                0.91474,                 0.3205,                0.69324,              0.0004259,              0.0004259,              0.0004259
                    162,                0.57632,                0.68685,                 0.3407,                0.89116,                0.98613,                      1,                 0.9933,                 0.8797,                0.98613,                      1,                 0.9933,                0.85569,                0.54751,                 0.8696,                0.31089,                0.68437,               0.000416,               0.000416,               0.000416
                    163,                0.56521,                0.66716,                 0.3318,                0.88518,                0.98628,                      1,                0.99372,                0.87133,                0.98628,                      1,                0.99372,                0.86068,                 0.5675,                0.85758,                0.31569,                0.68901,              0.0004061,              0.0004061,              0.0004061
                    164,                0.58261,                0.69655,                0.34113,                0.89157,                0.98628,                      1,                0.99392,                0.87518,                0.98628,                      1,                0.99392,                0.84884,                0.55598,                0.85218,                0.30951,                0.68914,              0.0003962,              0.0003962,              0.0003962
                    165,                0.55549,                0.65374,                0.32825,                0.88333,                0.98971,                      1,                0.99405,                0.87552,                0.98971,                      1,                0.99405,                0.85694,                0.55045,                0.90914,                0.30491,                 0.6896,              0.0003863,              0.0003863,              0.0003863
                    166,                 0.5646,                0.68585,                0.34294,                0.89214,                0.98931,                      1,                0.99459,                0.88037,                0.98931,                      1,                0.99459,                0.85701,                 0.5408,                0.86454,                0.31609,                0.68692,              0.0003764,              0.0003764,              0.0003764
                    167,                0.55731,                0.67711,                0.33504,                0.88465,                0.98646,                      1,                0.99419,                0.87164,                0.98646,                      1,                0.99419,                0.84977,                0.55504,                0.90831,                0.32594,                0.69536,              0.0003665,              0.0003665,              0.0003665
                    168,                0.55847,                0.66938,                0.32444,                0.88524,                0.98643,                      1,                0.99419,                0.87148,                0.98643,                      1,                0.99419,                0.85455,                0.56201,                0.86114,                0.31783,                0.68927,              0.0003566,              0.0003566,              0.0003566
                    169,                 0.5518,                0.65157,                 0.3338,                0.88246,                0.98636,                      1,                0.99446,                 0.8733,                0.98636,                      1,                0.99446,                0.84671,                0.55479,                0.87121,                0.31379,                0.68926,              0.0003467,              0.0003467,              0.0003467
                    170,                0.55869,                0.67112,                0.33898,                0.89131,                0.98643,                      1,                  0.995,                0.87173,                0.98643,                      1,                  0.995,                0.84714,                0.53977,                0.89402,                0.31773,                0.68622,              0.0003368,              0.0003368,              0.0003368
                    171,                0.54956,                0.70267,                0.33635,                0.88908,                0.98634,                      1,                 0.9948,                0.86357,                0.98634,                      1,                 0.9948,                0.85227,                0.55218,                 0.8919,                0.32301,                0.68831,              0.0003269,              0.0003269,              0.0003269
                    172,                0.54422,                0.65983,                0.33738,                0.89092,                0.98612,                      1,                0.99466,                0.86639,                0.98612,                      1,                0.99466,                0.84986,                0.53869,                0.88785,                0.31577,                0.68384,               0.000317,               0.000317,               0.000317
                    173,                0.56873,                0.67805,                0.33384,                0.88272,                0.98615,                      1,                0.99452,                0.86873,                0.98615,                      1,                0.99452,                0.85083,                0.55301,                0.89808,                0.31667,                0.68822,              0.0003071,              0.0003071,              0.0003071
                    174,                0.57346,                0.66648,                0.33472,                0.88391,                0.98621,                      1,                 0.9948,                0.86991,                0.98621,                      1,                 0.9948,                0.85241,                0.55406,                0.87853,                0.30935,                0.68745,              0.0002972,              0.0002972,              0.0002972
                    175,                  0.535,                0.63932,                0.32631,                0.88558,                0.98651,                      1,                  0.995,                0.87369,                0.98651,                      1,                  0.995,                0.85914,                0.54157,                0.89066,                0.31066,                0.69311,              0.0002873,              0.0002873,              0.0002873
                    176,                 0.5428,                0.64266,                0.32396,                0.88244,                0.98789,                      1,                0.99473,                0.87996,                0.98789,                      1,                0.99473,                0.85184,                0.53311,                0.92404,                0.31013,                0.69308,              0.0002774,              0.0002774,              0.0002774
                    177,                0.54415,                0.64257,                 0.3224,                0.88942,                0.98657,                      1,                0.99446,                0.88146,                0.98657,                      1,                0.99446,                0.85392,                0.53847,                0.89699,                0.31508,                 0.6921,              0.0002675,              0.0002675,              0.0002675
                    178,                0.55473,                0.67659,                0.32626,                0.88732,                0.98642,                      1,                0.99419,                0.87444,                0.98642,                      1,                0.99419,                 0.8465,                0.54068,                0.92207,                0.30661,                0.69036,              0.0002576,              0.0002576,              0.0002576
                    179,                0.54312,                0.65054,                0.32306,                0.88532,                0.98644,                      1,                0.99405,                0.87804,                0.98644,                      1,                0.99405,                0.85435,                0.52897,                0.88936,                0.30556,                0.68651,              0.0002477,              0.0002477,              0.0002477
                    180,                0.56421,                0.65944,                0.33408,                0.89078,                0.98744,                      1,                0.99473,                 0.8703,                0.98744,                      1,                0.99473,                0.85164,                0.56718,                0.92804,                0.31759,                0.69342,              0.0002378,              0.0002378,              0.0002378
                    181,                0.52898,                0.65004,                0.32759,                0.87863,                0.98784,                      1,                0.99459,                0.88191,                0.98784,                      1,                0.99459,                0.85866,                 0.5302,                0.88279,                0.30938,                0.68575,              0.0002279,              0.0002279,              0.0002279
                    182,                0.52541,                0.63078,                0.31776,                0.87797,                 0.9892,                      1,                0.99453,                0.87958,                 0.9892,                      1,                0.99453,                0.84815,                0.53706,                0.90474,                0.31333,                0.68792,               0.000218,               0.000218,               0.000218
                    183,                0.52604,                0.62978,                0.31829,                0.88336,                 0.9892,                      1,                0.99432,                0.87511,                 0.9892,                      1,                0.99432,                0.84621,                0.52333,                 0.9246,                0.31223,                 0.6814,              0.0002081,              0.0002081,              0.0002081
                    184,                0.53514,                0.63442,                0.31571,                0.88042,                0.98829,                      1,                0.99419,                 0.8793,                0.98829,                      1,                0.99419,                0.84926,                0.53404,                0.92211,                0.31816,                0.68355,              0.0001982,              0.0001982,              0.0001982
                    185,                0.53208,                0.62739,                 0.3181,                0.88545,                0.98746,                      1,                0.99426,                0.88207,                0.98746,                      1,                0.99426,                0.85293,                0.52969,                0.88129,                0.31453,                0.68007,              0.0001883,              0.0001883,              0.0001883
                    186,                0.52965,                0.64786,                 0.3147,                0.88547,                0.98935,                      1,                0.99439,                0.88196,                0.98935,                      1,                0.99439,                0.85375,                0.53689,                0.90905,                0.31391,                0.68047,              0.0001784,              0.0001784,              0.0001784
                    187,                0.53519,                 0.6346,                0.31797,                0.88213,                0.98978,                      1,                0.99419,                0.86711,                0.98978,                      1,                0.99419,                0.84477,                0.54474,                0.90995,                0.30641,                0.67981,              0.0001685,              0.0001685,              0.0001685
                    188,                0.53222,                0.63854,                0.31071,                0.88364,                0.98995,                      1,                0.99385,                0.87241,                0.98995,                      1,                0.99385,                0.84386,                0.54863,                0.90137,                0.30681,                0.67998,              0.0001586,              0.0001586,              0.0001586
                    189,                0.53707,                0.62913,                0.31416,                 0.8753,                0.99028,                      1,                0.99432,                0.87542,                0.99028,                      1,                0.99432,                0.84917,                0.53737,                0.89504,                 0.3108,                0.67914,              0.0001487,              0.0001487,              0.0001487
                    190,                 0.5394,                0.63067,                0.31971,                0.87758,                0.98986,                      1,                0.99459,                0.88019,                0.98986,                      1,                0.99459,                0.85245,                0.53279,                0.89904,                0.31264,                0.67764,              0.0001388,              0.0001388,              0.0001388
                    191,                0.51375,                0.65456,                 0.3503,                0.84402,                0.98595,                      1,                 0.9937,                0.87909,                0.98595,                      1,                 0.9937,                0.85317,                0.52016,                0.88438,                0.31748,                0.67421,              0.0001289,              0.0001289,              0.0001289
                    192,                0.49563,                0.64148,                 0.3244,                0.84747,                0.98958,                      1,                0.99466,                0.87594,                0.98958,                      1,                0.99466,                0.85443,                0.53391,                 0.8901,                0.30671,                0.68093,               0.000119,               0.000119,               0.000119
                    193,                0.50305,                0.64687,                0.32497,                0.86567,                 0.9907,                      1,                0.99426,                0.87194,                 0.9907,                      1,                0.99426,                0.84925,                0.52897,                0.89928,                0.30729,                0.68044,              0.0001091,              0.0001091,              0.0001091
                    194,                0.49625,                0.63049,                0.32236,                0.83695,                0.99103,                      1,                0.99459,                0.87735,                0.99103,                      1,                0.99459,                0.84769,                0.52529,                0.90863,                0.30825,                0.68007,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.45706,                0.60599,                0.29645,                0.83473,                0.99014,                      1,                0.99486,                0.88232,                0.99014,                      1,                0.99486,                0.85924,                0.51855,                 0.8928,                0.30268,                0.67955,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.47595,                0.62374,                0.30642,                0.83694,                0.99056,                      1,                  0.995,                 0.8836,                0.99056,                      1,                  0.995,                0.86518,                 0.5232,                0.90362,                0.30594,                0.67733,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 0.4752,                0.60617,                0.30345,                 0.8381,                0.99114,                      1,                  0.995,                0.88585,                0.99114,                      1,                  0.995,                0.86369,                 0.5294,                0.90909,                0.30348,                0.68197,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.50114,                 0.6537,                0.30633,                0.83742,                0.99121,                      1,                  0.995,                 0.8817,                0.99121,                      1,                  0.995,                0.86337,                0.53376,                0.90221,                 0.3052,                0.68194,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.47234,                0.60395,                0.29847,                0.83956,                0.99101,                      1,                  0.995,                0.88682,                0.99101,                      1,                  0.995,                0.86434,                0.52449,                0.89306,                0.29512,                0.67975,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.48904,                0.60371,                0.30545,                0.85691,                0.99074,                      1,                  0.995,                 0.8929,                0.99074,                      1,                  0.995,                0.86203,                0.52096,                0.89159,                 0.2975,                0.67963,               3.98e-05,               3.98e-05,               3.98e-05
