FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),OnePixelValue,Circumference(cm),Area(cm),AspectRatio,DiagonalToHeightRatio,AreaRatio,SegmentedFilename,FishDetected,ScaleDetected
14.0,3.0,14.0,15.0,1.0,0.03138075313807531,32.0,32.0,0.21428571428571427,1.0222222222222221,0.106669921875,2024-04-05_09_47_04_(10550)_sardine_input_(2).png,yes,yes
14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,33.0,0.2857142857142857,1.0429184549356223,0.11156575520833334,2024-04-05_09_47_19_(10551)_sardine_input_(0).png,yes,yes
15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,43.0,0.2,1.0334728033472804,0.14382486979166667,2024-04-05_09_47_19_(10551)_sardine_input_(1).png,yes,yes
12.0,2.0,13.0,15.0,2.0,0.03138075313807531,31.0,23.0,0.16666666666666666,1.022167487684729,0.07848307291666666,2024-04-05_09_47_19_(10551)_sardine_input_(2).png,yes,yes
14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,38.0,0.2857142857142857,1.0441176470588236,0.12725260416666667,2024-04-05_09_47_35_(10552)_sardine_input_(0).png,yes,yes
14.0,3.0,14.0,15.0,2.0,0.03138075313807531,33.0,35.0,0.21428571428571427,1.032537960954447,0.11877604166666667,2024-04-05_09_47_35_(10552)_sardine_input_(1).png,yes,yes
14.0,4.0,14.0,15.0,2.0,0.03138075313807531,36.0,31.0,0.2857142857142857,1.037280701754386,0.1046630859375,2024-04-05_09_47_35_(10552)_sardine_input_(2).png,yes,yes
15.0,3.0,15.0,15.0,2.0,0.031446540880503145,34.0,37.0,0.2,1.0251046025104602,0.12400227864583334,2024-04-05_09_47_53_(10553)_sardine_input_(0).png,yes,yes
14.0,3.0,14.0,15.0,2.0,0.031446540880503145,33.0,33.0,0.21428571428571427,1.0334075723830736,0.108916015625,2024-04-05_09_47_53_(10553)_sardine_input_(1).png,yes,yes
14.0,5.0,15.0,15.0,2.0,0.031446540880503145,35.0,40.0,0.35714285714285715,1.084070796460177,0.13486328125,2024-04-05_09_47_53_(10553)_sardine_input_(2).png,yes,yes
14.0,3.0,15.0,15.0,2.0,0.031315240083507306,34.0,41.0,0.21428571428571427,1.0294117647058822,0.13783854166666668,2024-04-05_09_48_09_(10554)_sardine_input_(0).png,yes,yes
13.0,3.0,13.0,15.0,2.0,0.031315240083507306,32.0,30.0,0.23076923076923078,1.025287356321839,0.10208821614583333,2024-04-05_09_48_09_(10554)_sardine_input_(1).png,yes,yes
14.0,3.0,15.0,15.0,2.0,0.031315240083507306,35.0,33.0,0.21428571428571427,1.0256410256410255,0.11203287760416666,2024-04-05_09_48_09_(10554)_sardine_input_(2).png,yes,yes
15.0,4.0,15.0,15.0,2.0,0.031982942430703626,35.0,41.0,0.26666666666666666,1.0361702127659576,0.132626953125,2024-04-05_09_48_26_(10555)_sardine_input_(0).png,yes,yes
13.0,4.0,14.0,15.0,2.0,0.031982942430703626,32.0,28.0,0.3076923076923077,1.0528846153846154,0.09097005208333334,2024-04-05_09_48_26_(10555)_sardine_input_(1).png,yes,yes
14.0,3.0,14.0,15.0,2.0,0.031982942430703626,32.0,31.0,0.21428571428571427,1.0227790432801822,0.10103190104166666,2024-04-05_09_48_26_(10555)_sardine_input_(2).png,yes,yes
