SegmentedFilename,FishDetected,ScaleDetected,FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),OnePixelValue,Circumference(cm),Area(cm),AspectRatio,DiagonalToHeightRatio,AreaRatio
2024-11-12_09_44_14_(14696)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,46.0,0.2857142857142857,1.0360934182590233,0.15389485677083334
2024-11-12_09_44_14_(14696)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0396659707724425,0.1636083984375
2024-11-12_09_44_30_(14697)_sardine_input_(0).png,yes,yes,14.0,4.0,14.0,15.0,2.0,0.03138075313807531,33.0,45.0,0.2857142857142857,1.0415754923413567,0.15043131510416666
2024-11-12_09_44_30_(14697)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0397489539748954,0.16512858072916667
2024-11-12_09_44_30_(14697)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,45.0,0.26666666666666666,1.0376569037656904,0.15019205729166665
2024-11-12_09_44_46_(14698)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,44.0,0.21428571428571427,1.0316455696202531,0.14655110677083333
2024-11-12_09_44_46_(14698)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,44.0,0.2857142857142857,1.0337552742616034,0.14797526041666667
2024-11-12_09_44_46_(14698)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0418410041841004,0.1621484375
2024-11-12_09_44_59_(14699)_sardine_input_(0).png,yes,yes,13.0,5.0,14.0,15.0,2.0,0.03138075313807531,34.0,40.0,0.38461538461538464,1.062780269058296,0.13494466145833334
2024-11-12_09_44_59_(14699)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,48.0,0.2857142857142857,1.0511727078891258,0.15981608072916667
2024-11-12_09_44_59_(14699)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,51.0,0.26666666666666666,1.0418410041841004,0.16905924479166667
2024-11-12_09_45_14_(14700)_sardine_input_(0).png,yes,yes,14.0,5.0,15.0,15.0,3.0,0.031446540880503145,36.0,55.0,0.35714285714285715,1.0589473684210526,0.1835107421875
2024-11-12_09_45_14_(14700)_sardine_input_(1).png,yes,yes,15.0,5.0,15.0,15.0,3.0,0.031446540880503145,37.0,56.0,0.3333333333333333,1.0564853556485356,0.18509114583333333
2024-11-12_09_45_14_(14700)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,3.0,0.031446540880503145,36.0,50.0,0.26666666666666666,1.0438413361169103,0.1646240234375
2024-11-12_09_45_27_(14701)_sardine_input_(0).png,yes,yes,14.0,4.0,14.0,15.0,3.0,0.03138075313807531,33.0,42.0,0.2857142857142857,1.042316258351893,0.14017252604166666
2024-11-12_09_45_27_(14701)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,3.0,0.03138075313807531,35.0,44.0,0.26666666666666666,1.0417536534446765,0.146220703125
2024-11-12_09_45_27_(14701)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,3.0,0.03138075313807531,36.0,49.0,0.26666666666666666,1.0460251046025104,0.1626611328125
2024-11-12_09_45_41_(14702)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,50.0,0.26666666666666666,1.0375782881002087,0.16672200520833333
2024-11-12_09_45_41_(14702)_sardine_input_(1).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.03138075313807531,33.0,41.0,0.21428571428571427,1.0379464285714286,0.13765299479166668
2024-11-12_09_45_41_(14702)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,49.0,0.26666666666666666,1.0460251046025104,0.16463541666666667
2024-11-12_09_45_56_(14703)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,47.0,0.2,1.0313807531380754,0.15581705729166667
2024-11-12_09_45_56_(14703)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,34.0,47.0,0.2,1.033402922755741,0.15571614583333335
2024-11-12_09_45_56_(14703)_sardine_input_(2).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.03138075313807531,34.0,42.0,0.21428571428571427,1.0296610169491525,0.14011067708333333
2024-11-12_09_46_10_(14704)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,48.0,0.26666666666666666,1.0375782881002087,0.16088541666666667
2024-11-12_09_46_10_(14704)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,51.0,0.26666666666666666,1.0376569037656904,0.17125651041666667
2024-11-12_09_46_10_(14704)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0417536534446765,0.16480305989583333
2024-11-12_09_46_24_(14705)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,46.0,0.26666666666666666,1.0375782881002087,0.15292643229166666
2024-11-12_09_46_24_(14705)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,54.0,0.26666666666666666,1.0459290187891441,0.18033203125
2024-11-12_09_46_24_(14705)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,36.0,49.0,0.2,1.033402922755741,0.1643212890625
2024-11-12_09_46_40_(14706)_sardine_input_(0).png,yes,yes,13.0,4.0,14.0,15.0,3.0,0.031446540880503145,33.0,40.0,0.3076923076923077,1.0545454545454545,0.1330712890625
2024-11-12_09_46_40_(14706)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,3.0,0.031446540880503145,34.0,43.0,0.2,1.0313807531380754,0.14413248697916667
2024-11-12_09_46_40_(14706)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,3.0,0.031446540880503145,36.0,49.0,0.26666666666666666,1.0375782881002087,0.16329915364583333
2024-11-12_09_46_54_(14707)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,57.0,0.26666666666666666,1.048016701461378,0.1881005859375
2024-11-12_09_46_54_(14707)_sardine_input_(1).png,yes,yes,13.0,4.0,14.0,15.0,2.0,0.031446540880503145,33.0,49.0,0.3076923076923077,1.0511627906976744,0.16173177083333334
2024-11-12_09_46_54_(14707)_sardine_input_(2).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,37.0,59.0,0.3333333333333333,1.0543933054393306,0.19654622395833332
2024-11-12_09_47_10_(14708)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,42.0,0.26666666666666666,1.0459290187891441,0.14156087239583334
2024-11-12_09_47_10_(14708)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,34.0,44.0,0.2,1.0313152400835073,0.14619303385416665
2024-11-12_09_47_10_(14708)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,44.0,0.26666666666666666,1.0355648535564854,0.14553873697916667
2024-11-12_09_47_23_(14709)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,44.0,0.2857142857142857,1.0356394129979036,0.14673177083333333
2024-11-12_09_47_23_(14709)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,47.0,0.2,1.033402922755741,0.15582682291666666
2024-11-12_09_47_23_(14709)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0355648535564854,0.16357096354166667
2024-11-12_09_47_36_(14710)_sardine_input_(0).png,yes,yes,13.0,4.0,14.0,15.0,1.0,0.031446540880503145,32.0,41.0,0.3076923076923077,1.0406320541760723,0.13808268229166668
2024-11-12_09_47_36_(14710)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.031446540880503145,36.0,50.0,0.26666666666666666,1.0354906054279749,0.16674479166666667
2024-11-12_09_47_36_(14710)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.031446540880503145,36.0,50.0,0.26666666666666666,1.0354906054279749,0.16738444010416667
2024-11-12_09_47_49_(14711)_sardine_input_(0).png,yes,yes,13.0,3.0,14.0,15.0,2.0,0.03138075313807531,32.0,42.0,0.23076923076923078,1.0383747178329572,0.139189453125
2024-11-12_09_47_49_(14711)_sardine_input_(1).png,yes,yes,13.0,3.0,14.0,15.0,2.0,0.03138075313807531,32.0,40.0,0.23076923076923078,1.0387243735763099,0.133349609375
2024-11-12_09_47_49_(14711)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,48.0,0.26666666666666666,1.0396659707724425,0.16130533854166668
2024-11-12_10_03_32_(14712)_sardine_input_(0).png,yes,yes,14.0,3.0,14.0,15.0,1.0,0.03138075313807531,33.0,40.0,0.21428571428571427,1.0305676855895196,0.133232421875
2024-11-12_10_03_32_(14712)_sardine_input_(1).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.03138075313807531,33.0,39.0,0.21428571428571427,1.027542372881356,0.12892903645833334
2024-11-12_10_03_32_(14712)_sardine_input_(2).png,yes,yes,14.0,4.0,14.0,15.0,1.0,0.03138075313807531,33.0,45.0,0.2857142857142857,1.039911308203991,0.14999186197916667
2024-11-12_10_03_45_(14713)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0417536534446765,0.17705403645833334
2024-11-12_10_03_45_(14713)_sardine_input_(1).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,37.0,57.0,0.3333333333333333,1.0585774058577406,0.1891796875
2024-11-12_10_03_45_(14713)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,50.0,0.26666666666666666,1.0355648535564854,0.16595540364583333
2024-11-12_10_03_59_(14714)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.031446540880503145,34.0,42.0,0.21428571428571427,1.0343347639484979,0.1412939453125
2024-11-12_10_03_59_(14714)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,47.0,0.2,1.033402922755741,0.15531087239583333
2024-11-12_10_03_59_(14714)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,47.0,0.2,1.033402922755741,0.15707682291666666
2024-11-12_10_04_12_(14715)_sardine_input_(0).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.03138075313807531,38.0,66.0,0.3333333333333333,1.0542797494780793,0.2182958984375
2024-11-12_10_04_12_(14715)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,56.0,0.26666666666666666,1.0418410041841004,0.18628580729166666
2024-11-12_10_04_12_(14715)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,37.0,64.0,0.26666666666666666,1.0523012552301256,0.2122265625
2024-11-12_10_04_27_(14716)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0438413361169103,0.17609700520833332
2024-11-12_10_04_27_(14716)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0397489539748954,0.17697102864583333
2024-11-12_10_04_27_(14716)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,37.0,58.0,0.26666666666666666,1.048016701461378,0.19123372395833332
2024-11-12_10_04_40_(14717)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,45.0,0.26666666666666666,1.0417536534446765,0.1499267578125
2024-11-12_10_04_40_(14717)_sardine_input_(1).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.031446540880503145,33.0,38.0,0.21428571428571427,1.0260303687635575,0.12592122395833333
2024-11-12_10_04_40_(14717)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,37.0,47.0,0.26666666666666666,1.0375782881002087,0.15542805989583333
2024-11-12_10_04_56_(14718)_sardine_input_(0).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.03138075313807531,32.0,41.0,0.21428571428571427,1.0379464285714286,0.13832356770833334
2024-11-12_10_04_56_(14718)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,37.0,58.0,0.2857142857142857,1.0482180293501049,0.1941845703125
2024-11-12_10_04_56_(14718)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,46.0,0.26666666666666666,1.0354906054279749,0.15382975260416668
2024-11-12_10_05_15_(14719)_sardine_input_(0).png,yes,yes,13.0,3.0,13.0,15.0,2.0,0.03138075313807531,31.0,40.0,0.23076923076923078,1.0381861575178997,0.13268229166666667
2024-11-12_10_05_15_(14719)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,51.0,0.26666666666666666,1.0376569037656904,0.17133626302083332
2024-11-12_10_05_15_(14719)_sardine_input_(2).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.03138075313807531,33.0,43.0,0.21428571428571427,1.032967032967033,0.14234375
2024-11-12_10_05_32_(14720)_sardine_input_(0).png,yes,yes,14.0,3.0,14.0,15.0,1.0,0.03138075313807531,33.0,40.0,0.21428571428571427,1.0375275938189845,0.13279134114583332
2024-11-12_10_05_32_(14720)_sardine_input_(1).png,yes,yes,14.0,3.0,14.0,15.0,1.0,0.03138075313807531,32.0,38.0,0.21428571428571427,1.0283842794759825,0.1263525390625
2024-11-12_10_05_32_(14720)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,47.0,0.26666666666666666,1.0355648535564854,0.15850260416666667
2024-11-12_10_05_43_(14721)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0354906054279749,0.16417805989583334
2024-11-12_10_05_43_(14721)_sardine_input_(1).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.03138075313807531,33.0,40.0,0.21428571428571427,1.0302375809935205,0.13431966145833332
2024-11-12_10_05_43_(14721)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,55.0,0.26666666666666666,1.0417536534446765,0.18236328125
2024-11-12_10_05_58_(14722)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,34.0,45.0,0.2857142857142857,1.0362473347547974,0.151494140625
2024-11-12_10_05_58_(14722)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,54.0,0.26666666666666666,1.048016701461378,0.17979654947916668
2024-11-12_10_06_09_(14723)_sardine_input_(0).png,yes,yes,13.0,4.0,14.0,15.0,2.0,0.031446540880503145,34.0,50.0,0.3076923076923077,1.0521541950113378,0.16741536458333334
2024-11-12_10_06_09_(14723)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,56.0,0.26666666666666666,1.048016701461378,0.18724283854166668
2024-11-12_10_21_15_(14724)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0438413361169103,0.17728190104166666
2024-11-12_10_21_15_(14724)_sardine_input_(1).png,yes,yes,14.0,4.0,14.0,15.0,2.0,0.031446540880503145,33.0,45.0,0.2857142857142857,1.0376940133037693,0.15073893229166666
2024-11-12_10_21_28_(14725)_sardine_input_(0).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.3333333333333333,1.0543933054393306,0.17733072916666667
2024-11-12_10_21_28_(14725)_sardine_input_(1).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.3333333333333333,1.0564853556485356,0.17620279947916667
2024-11-12_10_21_28_(14725)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,55.0,0.26666666666666666,1.0481171548117154,0.183837890625
2024-11-12_10_21_40_(14726)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031315240083507306,35.0,46.0,0.2,1.033402922755741,0.15506022135416667
2024-11-12_10_21_40_(14726)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,54.0,0.2857142857142857,1.0460251046025104,0.18105631510416667
2024-11-12_10_21_40_(14726)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031315240083507306,34.0,46.0,0.2,1.0292275574112735,0.15511393229166667
2024-11-12_10_21_52_(14727)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,36.0,49.0,0.2,1.033402922755741,0.1638330078125
2024-11-12_10_21_52_(14727)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,51.0,0.26666666666666666,1.0376569037656904,0.16834147135416666
2024-11-12_10_21_52_(14727)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,49.0,0.26666666666666666,1.0355648535564854,0.16191243489583335
2024-11-12_10_22_06_(14728)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,49.0,0.2,1.0334728033472804,0.16262369791666667
2024-11-12_10_22_06_(14728)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,48.0,0.26666666666666666,1.0375782881002087,0.15961751302083332
2024-11-12_10_22_06_(14728)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,47.0,0.26666666666666666,1.0396659707724425,0.15625325520833333
2024-11-12_10_22_18_(14729)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,47.0,0.2857142857142857,1.0378151260504203,0.15644368489583332
2024-11-12_10_22_18_(14729)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,53.0,0.26666666666666666,1.0438413361169103,0.17806477864583334
2024-11-12_10_22_18_(14729)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,37.0,50.0,0.26666666666666666,1.0397489539748954,0.16556803385416666
2024-11-12_10_22_31_(14730)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,47.0,0.2,1.033402922755741,0.1566259765625
2024-11-12_10_22_31_(14730)_sardine_input_(1).png,yes,yes,13.0,3.0,13.0,15.0,2.0,0.03138075313807531,31.0,39.0,0.23076923076923078,1.0348837209302326,0.12952799479166666
2024-11-12_10_22_31_(14730)_sardine_input_(2).png,yes,yes,14.0,4.0,14.0,15.0,2.0,0.03138075313807531,33.0,41.0,0.2857142857142857,1.037037037037037,0.13748046875
2024-11-12_10_22_44_(14731)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,47.0,0.26666666666666666,1.033402922755741,0.15576334635416667
2024-11-12_10_22_44_(14731)_sardine_input_(1).png,yes,yes,15.0,6.0,16.0,15.0,2.0,0.03138075313807531,38.0,48.0,0.4,1.0793319415448852,0.16056966145833335
2024-11-12_10_22_44_(14731)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0355648535564854,0.1646875
2024-11-12_10_22_56_(14732)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,50.0,0.26666666666666666,1.0375782881002087,0.16627115885416666
2024-11-12_10_22_56_(14732)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,44.0,0.2,1.033402922755741,0.14738606770833335
2024-11-12_10_22_56_(14732)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,36.0,44.0,0.2,1.0313152400835073,0.146484375
2024-11-12_10_23_09_(14733)_sardine_input_(0).png,yes,yes,14.0,3.0,14.0,15.0,1.0,0.031446540880503145,33.0,38.0,0.21428571428571427,1.0262008733624455,0.1279638671875
2024-11-12_10_23_09_(14733)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.031446540880503145,35.0,45.0,0.26666666666666666,1.0354906054279749,0.14904947916666667
2024-11-12_10_23_09_(14733)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,35.0,41.0,0.2,1.0271398747390397,0.13689127604166668
2024-11-12_10_23_32_(14735)_sardine_input_(0).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.031315240083507306,33.0,42.0,0.21428571428571427,1.0303687635574836,0.14085123697916666
2024-11-12_10_23_32_(14735)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,37.0,46.0,0.2857142857142857,1.0355648535564854,0.1548193359375
2024-11-12_10_23_32_(14735)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,48.0,0.26666666666666666,1.0354906054279749,0.1604541015625
2024-11-12_10_23_48_(14736)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,46.0,0.26666666666666666,1.0375782881002087,0.153681640625
2024-11-12_10_23_48_(14736)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,39.0,49.0,0.26666666666666666,1.0396659707724425,0.16311686197916667
2024-11-12_10_23_48_(14736)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,51.0,0.26666666666666666,1.0438413361169103,0.17125651041666667
2024-11-14_10_28_20_(14750)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,44.0,0.26666666666666666,1.0354906054279749,0.1477587890625
2024-11-14_10_28_20_(14750)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,45.0,0.26666666666666666,1.0459290187891441,0.1496728515625
2024-11-14_10_28_20_(14750)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,45.0,0.26666666666666666,1.0375782881002087,0.14960774739583332
2024-11-14_10_28_29_(14751)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,37.0,49.0,0.26666666666666666,1.0459290187891441,0.16393391927083334
2024-11-14_10_28_29_(14751)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,51.0,0.26666666666666666,1.0354906054279749,0.168603515625
2024-11-14_10_28_29_(14751)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,46.0,0.2,1.0292275574112735,0.1527587890625
2024-11-14_10_29_18_(14753)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,44.0,0.26666666666666666,1.0354906054279749,0.14741536458333335
2024-11-14_10_29_18_(14753)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,46.0,0.2,1.0292887029288702,0.1539599609375
2024-11-14_10_29_18_(14753)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,47.0,0.2,1.033402922755741,0.157587890625
2024-11-14_10_29_29_(14754)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,48.0,0.26666666666666666,1.0375782881002087,0.1607958984375
2024-11-14_10_29_29_(14754)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,44.0,0.26666666666666666,1.0396659707724425,0.14673014322916667
2024-11-14_10_29_29_(14754)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,45.0,0.2,1.0292887029288702,0.14871419270833333
2024-11-14_10_29_39_(14755)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,45.0,0.2,1.0313152400835073,0.14853190104166666
2024-11-14_10_29_39_(14755)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031446540880503145,35.0,41.0,0.2,1.0271398747390397,0.1376953125
2024-11-14_10_29_39_(14755)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,44.0,0.26666666666666666,1.0375782881002087,0.146962890625
2024-11-14_10_29_51_(14756)_sardine_input_(0).png,yes,yes,14.0,5.0,15.0,15.0,1.0,0.031315240083507306,34.0,41.0,0.35714285714285715,1.055084745762712,0.13791829427083332
2024-11-14_10_29_51_(14756)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,1.0,0.031315240083507306,35.0,41.0,0.2857142857142857,1.0355648535564854,0.13909830729166667
2024-11-14_10_29_51_(14756)_sardine_input_(2).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.031315240083507306,37.0,43.0,0.21428571428571427,1.029350104821803,0.1427685546875
2024-11-14_10_30_03_(14757)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,43.0,0.2,1.0313152400835073,0.14469075520833333
2024-11-14_10_30_03_(14757)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,40.0,0.2,1.0271966527196652,0.13312174479166666
2024-11-14_10_30_03_(14757)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,42.0,0.2,1.033402922755741,0.1402587890625
2024-11-14_10_30_24_(14758)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,53.0,0.26666666666666666,1.0397489539748954,0.17578450520833333
2024-11-14_10_30_24_(14758)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,41.0,0.2,1.033402922755741,0.13617350260416666
2024-11-14_10_30_24_(14758)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,45.0,0.2,1.0313152400835073,0.15042154947916667
2024-11-14_10_30_39_(14759)_sardine_input_(0).png,yes,yes,14.0,6.0,15.0,15.0,1.0,0.03138075313807531,36.0,29.0,0.42857142857142855,1.0980392156862746,0.0981103515625
2024-11-14_10_30_39_(14759)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,36.0,38.0,0.2,1.0251046025104602,0.12712239583333335
