SegmentedFilename,FishDetected,ScaleDetected,FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),OnePixelValue,Circumference(cm),Area(cm),AspectRatio,DiagonalToHeightRatio,AreaRatio
2024-10-24_10_44_54_(14454)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,37.0,46.0,0.26666666666666666,1.0355648535564854,0.15467122395833333
2024-10-24_10_44_54_(14454)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,45.0,0.26666666666666666,1.0354906054279749,0.15131510416666666
2024-10-24_10_45_12_(14455)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,46.0,0.26666666666666666,1.0438413361169103,0.1547119140625
2024-10-24_10_45_12_(14455)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,33.0,40.0,0.2,1.0271966527196652,0.13517578125
2024-10-24_10_45_12_(14455)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,53.0,0.26666666666666666,1.0439330543933054,0.17662760416666667
2024-10-24_10_45_31_(14456)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,48.0,0.26666666666666666,1.0375,0.15876139322916666
2024-10-24_10_45_31_(14456)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,1.0,0.03138075313807531,34.0,45.0,0.2857142857142857,1.0362473347547974,0.15040852864583334
2024-10-24_10_45_31_(14456)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,51.0,0.26666666666666666,1.0375782881002087,0.16960774739583334
2024-10-24_10_45_51_(14457)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,34.0,45.0,0.2,1.0313807531380754,0.14900227864583335
2024-10-24_10_45_51_(14457)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,48.0,0.26666666666666666,1.0375782881002087,0.15946451822916666
2024-10-24_10_45_51_(14457)_sardine_input_(2).png,yes,yes,15.0,5.0,16.0,15.0,1.0,0.03138075313807531,38.0,54.0,0.3333333333333333,1.0753138075313808,0.1791845703125
2024-10-24_10_46_09_(14458)_sardine_input_(0).png,yes,yes,12.0,4.0,13.0,15.0,1.0,0.03138075313807531,31.0,40.0,0.3333333333333333,1.0608272506082725,0.13245279947916666
2024-10-24_10_46_09_(14458)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,45.0,0.26666666666666666,1.0376569037656904,0.15205403645833335
2024-10-24_10_46_09_(14458)_sardine_input_(2).png,yes,yes,15.0,5.0,15.0,15.0,1.0,0.03138075313807531,37.0,42.0,0.3333333333333333,1.0627615062761506,0.139072265625
2024-10-24_10_46_29_(14459)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.031446540880503145,35.0,45.0,0.26666666666666666,1.0376569037656904,0.1500048828125
2024-10-24_10_46_29_(14459)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,1.0,0.031446540880503145,33.0,42.0,0.2857142857142857,1.0367965367965368,0.14148111979166667
2024-10-24_10_46_29_(14459)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,35.0,46.0,0.2,1.033402922755741,0.15245930989583334
2024-10-24_10_46_29_(14459)_sardine_input_(3).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,38.0,32.0,0.2,1.0271398747390397,0.10795735677083333
2024-10-24_10_46_46_(14460)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,36.0,42.0,0.2,1.0271398747390397,0.14003255208333334
2024-10-24_10_46_46_(14460)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,35.0,41.0,0.2,1.0292275574112735,0.13719401041666668
2024-10-24_10_46_46_(14460)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,37.0,44.0,0.2,1.0314465408805031,0.14689453125
2024-10-24_10_47_05_(14461)_sardine_input_(0).png,yes,yes,14.0,4.0,14.0,15.0,1.0,0.031446540880503145,33.0,38.0,0.2857142857142857,1.0508849557522124,0.1279443359375
2024-10-24_10_47_05_(14461)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.031446540880503145,34.0,40.0,0.2,1.0292275574112735,0.13473795572916666
2024-10-24_10_47_05_(14461)_sardine_input_(2).png,yes,yes,14.0,3.0,14.0,15.0,1.0,0.031446540880503145,33.0,40.0,0.21428571428571427,1.0348583877995643,0.13380208333333332
2024-10-24_10_47_31_(14462)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,48.0,0.26666666666666666,1.0375782881002087,0.16085123697916667
2024-10-24_10_47_31_(14462)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,51.0,0.26666666666666666,1.0375782881002087,0.17069661458333332
2024-10-24_10_47_31_(14462)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,50.0,0.26666666666666666,1.0521920668058455,0.1664111328125
2024-10-29_09_42_07_(14478)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,39.0,0.2857142857142857,1.0360169491525424,0.13109375
2024-10-29_09_42_07_(14478)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,44.0,0.26666666666666666,1.0354166666666667,0.14642903645833333
2024-10-29_09_42_07_(14478)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,45.0,0.26666666666666666,1.0354906054279749,0.15088704427083333
2024-10-29_09_44_39_(14479)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,46.0,0.2857142857142857,1.0376569037656904,0.155810546875
2024-10-29_09_44_39_(14479)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,34.0,43.0,0.2857142857142857,1.0406852248394005,0.14555013020833332
2024-10-29_09_44_39_(14479)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,46.0,0.26666666666666666,1.0396659707724425,0.15377604166666667
2024-10-29_09_44_54_(14480)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,51.0,0.2857142857142857,1.0485232067510548,0.16906412760416667
2024-10-29_09_44_54_(14480)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031446540880503145,34.0,48.0,0.2857142857142857,1.043010752688172,0.16085611979166667
2024-10-29_09_44_54_(14480)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,48.0,0.26666666666666666,1.0375782881002087,0.16017740885416668
2024-10-29_09_45_07_(14481)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,49.0,0.26666666666666666,1.0375782881002087,0.16375
2024-10-29_09_45_07_(14481)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,37.0,50.0,0.2857142857142857,1.0397489539748954,0.16909830729166667
2024-10-29_09_45_07_(14481)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.031315240083507306,35.0,41.0,0.2,1.0271398747390397,0.138251953125
2024-10-29_09_45_20_(14482)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,58.0,0.26666666666666666,1.0460251046025104,0.19456705729166668
2024-10-29_09_45_20_(14482)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,51.0,0.26666666666666666,1.0417536534446765,0.17080078125
2024-10-29_09_45_20_(14482)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,51.0,0.26666666666666666,1.0417536534446765,0.17161783854166668
2024-10-29_09_45_47_(14483)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,49.0,0.26666666666666666,1.0438413361169103,0.16454915364583333
2024-10-29_09_45_47_(14483)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,53.0,0.26666666666666666,1.0501043841336117,0.17753743489583335
2024-10-29_09_45_47_(14483)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,49.0,0.26666666666666666,1.0375782881002087,0.16313151041666665
2024-10-29_09_46_09_(14484)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,51.0,0.26666666666666666,1.0395833333333333,0.16898274739583333
2024-10-29_09_46_09_(14484)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,49.0,0.26666666666666666,1.0459290187891441,0.16515950520833333
2024-10-29_09_46_09_(14484)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,54.0,0.26666666666666666,1.0521920668058455,0.18091471354166666
2024-10-29_09_46_54_(14485)_sardine_input_(0).png,yes,yes,14.0,4.0,14.0,15.0,2.0,0.031315240083507306,32.0,41.0,0.2857142857142857,1.04,0.13839192708333334
2024-10-29_09_46_54_(14485)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,49.0,0.26666666666666666,1.0396659707724425,0.16364420572916666
2024-10-29_09_46_54_(14485)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,44.0,0.26666666666666666,1.0396659707724425,0.14748860677083334
2024-10-29_09_48_16_(14488)_sardine_input_(0).png,yes,yes,13.0,3.0,14.0,15.0,2.0,0.031315240083507306,32.0,38.0,0.23076923076923078,1.0337837837837838,0.129443359375
2024-10-29_09_48_16_(14488)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,35.0,46.0,0.26666666666666666,1.0375782881002087,0.15421223958333333
2024-10-29_09_48_16_(14488)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031315240083507306,37.0,50.0,0.26666666666666666,1.0459290187891441,0.16720865885416666
2024-10-29_09_50_39_(14490)_sardine_input_(0).png,yes,yes,15.0,4.0,16.0,15.0,2.0,0.032397408207343416,37.0,43.0,0.26666666666666666,1.0460251046025104,0.135078125
2024-10-29_09_50_39_(14490)_sardine_input_(1).png,yes,yes,15.0,4.0,16.0,15.0,2.0,0.032397408207343416,36.0,48.0,0.26666666666666666,1.0354906054279749,0.14958984375
2024-10-29_09_50_39_(14490)_sardine_input_(2).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.032397408207343416,35.0,46.0,0.2,1.0313152400835073,0.14464518229166667
2024-10-29_09_50_56_(14491)_sardine_input_(0).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.03138075313807531,38.0,66.0,0.3333333333333333,1.0542797494780793,0.21837076822916668
2024-10-29_09_50_56_(14491)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,52.0,0.26666666666666666,1.0375782881002087,0.17342122395833334
2024-10-29_09_50_56_(14491)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,57.0,0.26666666666666666,1.0460251046025104,0.18965983072916667
2024-10-29_09_51_11_(14492)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,37.0,62.0,0.26666666666666666,1.0501043841336117,0.20646809895833335
2024-10-29_09_51_11_(14492)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,54.0,0.26666666666666666,1.0417536534446765,0.17943522135416667
2024-10-29_09_51_11_(14492)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,37.0,61.0,0.26666666666666666,1.0501043841336117,0.20318033854166667
2024-10-29_09_53_39_(14501)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,50.0,0.2857142857142857,1.0422832980972516,0.16725911458333334
2024-10-29_09_53_39_(14501)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,33.0,46.0,0.2857142857142857,1.0390455531453362,0.153193359375
2024-10-29_09_53_39_(14501)_sardine_input_(2).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,50.0,0.2857142857142857,1.0442105263157895,0.165595703125
2024-10-29_09_53_58_(14502)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,37.0,52.0,0.26666666666666666,1.0481171548117154,0.17416829427083333
2024-10-29_09_53_58_(14502)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,47.0,0.26666666666666666,1.0354906054279749,0.1582177734375
2024-10-29_09_53_58_(14502)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,37.0,49.0,0.26666666666666666,1.0396659707724425,0.163505859375
2024-10-29_09_54_12_(14503)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,51.0,0.2857142857142857,1.0452586206896552,0.17040364583333334
2024-10-29_09_54_12_(14503)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,60.0,0.2857142857142857,1.050314465408805,0.19888020833333334
2024-10-29_09_54_12_(14503)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,56.0,0.26666666666666666,1.0417536534446765,0.18614908854166667
2024-10-29_09_54_29_(14504)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,56.0,0.26666666666666666,1.0459290187891441,0.18722005208333334
2024-10-29_09_54_29_(14504)_sardine_input_(1).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.03138075313807531,34.0,45.0,0.21428571428571427,1.0336134453781514,0.15124348958333333
2024-10-29_09_54_29_(14504)_sardine_input_(2).png,yes,yes,14.0,3.0,14.0,15.0,2.0,0.03138075313807531,33.0,44.0,0.21428571428571427,1.037280701754386,0.14848307291666665
2024-10-29_09_58_20_(14505)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,53.0,0.26666666666666666,1.0417536534446765,0.17520670572916666
2024-10-29_09_58_20_(14505)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,50.0,0.26666666666666666,1.0376569037656904,0.1658837890625
2024-10-29_09_58_20_(14505)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,56.0,0.26666666666666666,1.0501043841336117,0.1857568359375
2024-10-29_09_58_36_(14506)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,48.0,0.2857142857142857,1.0397489539748954,0.16255859375
2024-10-29_09_58_36_(14506)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,36.0,52.0,0.2857142857142857,1.0439330543933054,0.17281412760416667
2024-10-29_09_58_36_(14506)_sardine_input_(2).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031315240083507306,37.0,52.0,0.2857142857142857,1.0461215932914045,0.174140625
2024-10-29_09_58_50_(14507)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0438413361169103,0.17772298177083334
2024-10-29_09_58_50_(14507)_sardine_input_(1).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,37.0,54.0,0.3333333333333333,1.0563674321503131,0.17962239583333334
2024-10-29_09_58_50_(14507)_sardine_input_(2).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,38.0,63.0,0.3333333333333333,1.0566037735849056,0.20777018229166666
2024-10-29_09_59_05_(14508)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,47.0,0.26666666666666666,1.033402922755741,0.15762532552083333
2024-10-29_09_59_05_(14508)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,51.0,0.26666666666666666,1.0376569037656904,0.17012044270833335
2024-10-29_09_59_05_(14508)_sardine_input_(2).png,yes,yes,13.0,3.0,14.0,15.0,2.0,0.031446540880503145,32.0,42.0,0.23076923076923078,1.0360360360360361,0.13975748697916668
2024-10-29_09_59_34_(14509)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,50.0,0.26666666666666666,1.0459290187891441,0.16701985677083334
2024-10-29_09_59_34_(14509)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,52.0,0.26666666666666666,1.0375782881002087,0.17364583333333333
2024-10-29_09_59_34_(14509)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,55.0,0.26666666666666666,1.0459290187891441,0.18421875
2024-10-29_10_10_27_(14510)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,49.0,0.2857142857142857,1.0405982905982907,0.16435872395833334
2024-10-29_10_10_27_(14510)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0375782881002087,0.16424967447916666
2024-10-29_10_10_27_(14510)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,55.0,0.26666666666666666,1.0460251046025104,0.184462890625
2024-10-29_10_10_50_(14514)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,54.0,0.2857142857142857,1.0468085106382978,0.1789453125
2024-10-29_10_10_50_(14514)_sardine_input_(1).png,yes,yes,14.0,4.0,14.0,15.0,2.0,0.03138075313807531,33.0,43.0,0.2857142857142857,1.0369565217391303,0.14472493489583332
2024-10-29_10_10_50_(14514)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0355648535564854,0.16295572916666667
2024-10-29_10_10_50_(14514)_sardine_input_(3).png,yes,yes,9.0,1.0,9.0,15.0,2.0,0.03138075313807531,19.0,2.0,0.1111111111111111,1.0066006600660067,0.0089697265625
2024-10-29_10_11_01_(14515)_sardine_input_(0).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,37.0,58.0,0.3333333333333333,1.0542797494780793,0.1929443359375
2024-10-29_10_11_01_(14515)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.031446540880503145,34.0,47.0,0.2857142857142857,1.0361702127659576,0.15674479166666666
2024-10-29_10_11_01_(14515)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,48.0,0.26666666666666666,1.0418410041841004,0.15899739583333333
2024-10-29_10_11_43_(14517)_sardine_input_(0).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,37.0,65.0,0.3333333333333333,1.058455114822547,0.215498046875
2024-10-29_10_11_43_(14517)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,57.0,0.26666666666666666,1.0459290187891441,0.1889892578125
2024-10-29_10_11_43_(14517)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,53.0,0.26666666666666666,1.0417536534446765,0.17494303385416668
2024-10-29_10_12_11_(14519)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,52.0,0.26666666666666666,1.0396659707724425,0.174072265625
2024-10-29_10_12_11_(14519)_sardine_input_(1).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.031446540880503145,37.0,62.0,0.3333333333333333,1.0564853556485356,0.20689453125
2024-10-29_10_12_11_(14519)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,56.0,0.26666666666666666,1.0460251046025104,0.18703938802083334
2024-10-29_10_12_25_(14520)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,52.0,0.2857142857142857,1.0422832980972516,0.17310546875
2024-10-29_10_12_25_(14520)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,59.0,0.26666666666666666,1.0481171548117154,0.19521484375
2024-10-29_10_12_25_(14520)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,53.0,0.26666666666666666,1.0418410041841004,0.17763346354166668
2024-10-29_10_12_40_(14521)_sardine_input_(0).png,yes,yes,15.0,5.0,16.0,15.0,2.0,0.031446540880503145,38.0,74.0,0.3333333333333333,1.0690376569037656,0.2454833984375
2024-10-29_10_12_40_(14521)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,37.0,63.0,0.26666666666666666,1.0521920668058455,0.21041341145833334
2024-10-29_10_12_40_(14521)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,60.0,0.26666666666666666,1.0482180293501049,0.20010091145833334
2024-10-29_10_12_53_(14522)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,55.0,0.26666666666666666,1.0460251046025104,0.18424641927083332
2024-10-29_10_12_53_(14522)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,37.0,62.0,0.26666666666666666,1.0502092050209204,0.20411946614583334
2024-10-29_10_12_53_(14522)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0396659707724425,0.17593098958333334
2024-11-07_09_39_22_(14601)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03138075313807531,34.0,43.0,0.2,1.033402922755741,0.14253743489583334
2024-11-07_09_39_22_(14601)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,46.0,0.26666666666666666,1.0375782881002087,0.15214680989583335
2024-11-07_09_39_22_(14601)_sardine_input_(2).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.03138075313807531,34.0,37.0,0.21428571428571427,1.023109243697479,0.12306966145833333
2024-11-07_09_39_38_(14602)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,47.0,0.26666666666666666,1.0375782881002087,0.15613606770833333
2024-11-07_09_39_38_(14602)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,36.0,44.0,0.2,1.033402922755741,0.1459228515625
2024-11-07_09_39_38_(14602)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,46.0,0.26666666666666666,1.0354906054279749,0.15297526041666668
2024-11-07_09_39_54_(14603)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,50.0,0.26666666666666666,1.0396659707724425,0.16638020833333333
2024-11-07_09_39_54_(14603)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,35.0,48.0,0.26666666666666666,1.0396659707724425,0.15958658854166666
2024-11-07_09_39_54_(14603)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,52.0,0.26666666666666666,1.0418410041841004,0.17441731770833332
2024-11-07_09_40_10_(14604)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.031315240083507306,34.0,43.0,0.21428571428571427,1.0340425531914894,0.144140625
2024-11-07_09_40_10_(14604)_sardine_input_(1).png,yes,yes,13.0,4.0,14.0,15.0,2.0,0.031315240083507306,33.0,43.0,0.3076923076923077,1.0542986425339367,0.14289388020833332
2024-11-07_09_40_10_(14604)_sardine_input_(2).png,yes,yes,13.0,3.0,14.0,15.0,2.0,0.031315240083507306,32.0,43.0,0.23076923076923078,1.0358744394618835,0.1449072265625
2024-11-07_09_40_25_(14605)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03171247357293869,38.0,45.0,0.2,1.0313807531380754,0.14660970052083333
2024-11-07_09_40_25_(14605)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.03171247357293869,35.0,45.0,0.2,1.033402922755741,0.14803385416666667
2024-11-07_09_40_25_(14605)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03171247357293869,37.0,58.0,0.26666666666666666,1.0418410041841004,0.18838541666666667
2024-11-07_09_40_42_(14606)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,44.0,0.26666666666666666,1.0354906054279749,0.14557454427083333
2024-11-07_09_40_42_(14606)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,36.0,53.0,0.26666666666666666,1.0459290187891441,0.178466796875
2024-11-07_09_40_42_(14606)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0376569037656904,0.16498860677083332
2024-11-07_09_41_05_(14607)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,45.0,0.2857142857142857,1.0357142857142858,0.15103190104166667
2024-11-07_09_41_05_(14607)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,45.0,0.2,1.0334728033472804,0.15104817708333335
2024-11-07_09_41_05_(14607)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,46.0,0.26666666666666666,1.0396659707724425,0.15335774739583333
2024-11-07_09_41_19_(14608)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,55.0,0.26666666666666666,1.0417536534446765,0.18305501302083332
2024-11-07_09_41_19_(14608)_sardine_input_(1).png,yes,yes,14.0,4.0,14.0,15.0,2.0,0.031446540880503145,34.0,48.0,0.2857142857142857,1.0417582417582418,0.15965169270833332
2024-11-07_09_41_19_(14608)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.031446540880503145,36.0,53.0,0.26666666666666666,1.0460251046025104,0.17724934895833333
2024-11-07_09_45_08_(14609)_sardine_input_(0).png,yes,yes,15.0,5.0,15.0,15.0,2.0,0.03138075313807531,37.0,54.0,0.3333333333333333,1.0542797494780793,0.181396484375
2024-11-07_09_45_08_(14609)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.03138075313807531,36.0,55.0,0.26666666666666666,1.0459290187891441,0.1838037109375
