SegmentedFilename,FishDetected,FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),OnePixelValue,Circumference(cm),Area(cm),AspectRatio,DiagonalToHeightRatio,AreaRatio,ScaleDetected
20241029095044186_sardine_good_(1).png,yes,16.0,3.0,16.0,15.0,1.0,0.006613756613756613,40.0,38.0,0.1875,1.0203918432626948,0.12270847222222223,yes
20241029095110315_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,1.0,0.00664599025254763,41.0,37.0,0.25,1.0283433133732536,0.11720715277777778,yes
20241029095110315_sardine_good_(1).png,yes,17.0,3.0,17.0,15.0,1.0,0.00664599025254763,43.0,38.0,0.17647058823529413,1.0232288037166086,0.12217506944444445,yes
20241029095301313_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,1.0,0.007006071929005138,42.0,42.0,0.23529411764705882,1.0384615384615385,0.11918020833333333,yes
20241029095301313_sardine_good_(1).png,yes,16.0,3.0,16.0,15.0,1.0,0.007006071929005138,41.0,36.0,0.1875,1.0292448712352684,0.10387569444444444,yes
20241029095313995_sardine_good_(0).png,yes,18.0,4.0,19.0,15.0,1.0,0.006610841780520053,46.0,53.0,0.2222222222222222,1.031160458452722,0.16858881944444445,yes
20241029095313995_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.006610841780520053,42.0,42.0,0.23529411764705882,1.0400916380297824,0.1349675,yes
20241029095329116_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,2.0,0.006893382352941176,43.0,44.0,0.23529411764705882,1.0373831775700935,0.12980270833333332,yes
20241029095329116_sardine_good_(1).png,yes,18.0,5.0,19.0,15.0,2.0,0.006893382352941176,46.0,46.0,0.2777777777777778,1.0498891352549888,0.1355259027777778,yes
20241029095343243_sardine_good_(0).png,yes,16.0,3.0,17.0,15.0,2.0,0.006861848124428179,43.0,39.0,0.1875,1.0221948212083847,0.11696708333333333,yes
20241029095343243_sardine_good_(1).png,yes,17.0,3.0,17.0,15.0,2.0,0.006861848124428179,42.0,42.0,0.17647058823529413,1.0223354231974922,0.12516743055555554,yes
20241029095355735_sardine_good_(0).png,yes,16.0,3.0,16.0,15.0,1.0,0.006796556411418215,40.0,42.0,0.1875,1.0255670103092784,0.12742180555555555,yes
20241029095355735_sardine_good_(1).png,yes,16.0,5.0,17.0,15.0,1.0,0.006796556411418215,41.0,41.0,0.3125,1.0454914703493094,0.12366576388888889,yes
20241029095426965_sardine_good_(0).png,yes,17.0,3.0,17.0,15.0,2.0,0.0070788107597923545,43.0,47.0,0.17647058823529413,1.0252854812398042,0.13159506944444443,yes
20241029095426965_sardine_good_(1).png,yes,19.0,3.0,19.0,15.0,2.0,0.0070788107597923545,47.0,43.0,0.15789473684210525,1.0157740278796772,0.12004340277777778,yes
20241029095451776_sardine_good_(0).png,yes,17.0,4.0,17.0,15.0,2.0,0.007349338559529643,43.0,46.0,0.23529411764705882,1.0277422108408023,0.12019597222222222,yes
20241029095451776_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,2.0,0.007349338559529643,44.0,45.0,0.2222222222222222,1.0274858528698465,0.11824930555555556,yes
20241029095712459_sardine_good_(0).png,yes,17.0,4.0,17.0,15.0,1.0,0.0073673870333988214,44.0,47.0,0.23529411764705882,1.0269700800674253,0.12070194444444445,yes
20241029095712459_sardine_good_(1).png,yes,19.0,3.0,19.0,15.0,1.0,0.0073673870333988214,47.0,43.0,0.15789473684210525,1.020873598763046,0.11006159722222222,yes
20241029095732615_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.006999533364442371,45.0,48.0,0.2222222222222222,1.0328438948995364,0.13825854166666668,yes
20241029095732615_sardine_good_(1).png,yes,18.0,3.0,18.0,15.0,1.0,0.006999533364442371,44.0,43.0,0.16666666666666666,1.0181327160493827,0.12381270833333333,yes
20241029095748652_sardine_good_(0).png,yes,19.0,4.0,20.0,15.0,1.0,0.008178844056706653,50.0,54.0,0.21052631578947367,1.0288659793814432,0.11253875,yes
20241029095748652_sardine_good_(1).png,yes,18.0,4.0,19.0,15.0,1.0,0.008178844056706653,45.0,46.0,0.2222222222222222,1.0344226579520697,0.09683138888888888,yes
20241029095825535_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241029095856872_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,1.0,0.007403751233958539,45.0,43.0,0.23529411764705882,1.0338063439065108,0.10974986111111111,yes
20241029095856872_sardine_good_(1).png,yes,17.0,4.0,17.0,15.0,1.0,0.007403751233958539,44.0,47.0,0.23529411764705882,1.028205128205128,0.1205275,yes
20241029095908578_sardine_good_(0).png,yes,20.0,5.0,20.0,15.0,1.0,0.006501950585175552,49.0,51.0,0.25,1.030844155844156,0.1700845138888889,yes
20241029095908578_sardine_good_(1).png,yes,16.0,3.0,17.0,15.0,1.0,0.006501950585175552,42.0,40.0,0.1875,1.021680216802168,0.13343659722222223,yes
20241029095951394_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241029100004763_sardine_good_(0).png,yes,18.0,4.0,19.0,15.0,2.0,0.007444168734491315,45.0,44.0,0.2222222222222222,1.0315747402078337,0.1123413888888889,yes
20241029100004763_sardine_good_(1).png,yes,19.0,3.0,19.0,15.0,2.0,0.007444168734491315,48.0,48.0,0.15789473684210525,1.018426103646833,0.12098215277777778,yes
20241029100033066_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241029100049819_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,2.0,0.008038585209003215,43.0,51.0,0.23529411764705882,1.026386404293381,0.11136534722222222,yes
20241029100049819_sardine_good_(1).png,yes,18.0,5.0,19.0,15.0,2.0,0.008038585209003215,47.0,50.0,0.2777777777777778,1.0354211663066955,0.10950194444444444,yes
20241029100313660_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,1.0,0.0070028011204481795,45.0,44.0,0.23529411764705882,1.0283659608469837,0.12587930555555554,yes
20241029100313660_sardine_good_(1).png,yes,18.0,3.0,18.0,15.0,1.0,0.0070028011204481795,44.0,42.0,0.16666666666666666,1.0236434108527133,0.12021652777777778,yes
20241029100445102_sardine_good_(0).png,yes,17.0,4.0,17.0,15.0,1.0,0.0074367873078829945,42.0,44.0,0.23529411764705882,1.0276100086281277,0.11251916666666667,yes
20241029100445102_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.0074367873078829945,44.0,51.0,0.23529411764705882,1.0264817150063053,0.13027784722222222,yes
20241029100522823_sardine_good_(0).png,yes,18.0,4.0,19.0,15.0,2.0,0.006938020351526364,44.0,47.0,0.2222222222222222,1.0242537313432836,0.13763215277777777,yes
20241029100522823_sardine_good_(1).png,yes,19.0,3.0,19.0,15.0,2.0,0.006938020351526364,48.0,49.0,0.15789473684210525,1.0201841359773371,0.14197243055555556,yes
20241029100539891_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,1.0,0.007194244604316547,41.0,42.0,0.25,1.0304347826086957,0.11536694444444444,yes
20241029100539891_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007194244604316547,44.0,45.0,0.23529411764705882,1.0384615384615385,0.1214,yes
20241029100625044_sardine_good_(0).png,yes,18.0,4.0,19.0,15.0,2.0,0.008655510675129832,47.0,54.0,0.2222222222222222,1.0302325581395348,0.10150298611111111,yes
20241029100625044_sardine_good_(1).png,yes,20.0,5.0,20.0,15.0,2.0,0.008655510675129832,48.0,52.0,0.25,1.032020770229338,0.09796909722222222,yes
20241029100646789_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.007149666348903718,45.0,42.0,0.2222222222222222,1.0289797538705836,0.11647125,yes
20241029100646789_sardine_good_(1).png,yes,18.0,4.0,19.0,15.0,1.0,0.007149666348903718,47.0,48.0,0.2222222222222222,1.0264570552147239,0.13304416666666666,yes
20241029100718067_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.00723589001447178,45.0,49.0,0.2222222222222222,1.0289338089575901,0.13252305555555555,yes
20241029100718067_sardine_good_(1).png,yes,18.0,3.0,18.0,15.0,1.0,0.00723589001447178,43.0,48.0,0.16666666666666666,1.022444889779559,0.12894569444444445,yes
20241029100736601_sardine_good_(0).png,yes,17.0,3.0,17.0,15.0,1.0,0.007015902712815715,43.0,47.0,0.17647058823529413,1.0266284309709135,0.13317375,yes
20241029100736601_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,1.0,0.007015902712815715,43.0,46.0,0.2222222222222222,1.0286045612678778,0.13129722222222223,yes
20241029100822829_sardine_good_(0).png,yes,19.0,3.0,19.0,15.0,1.0,0.007015902712815715,48.0,50.0,0.15789473684210525,1.0212844036697248,0.14377305555555556,yes
20241029100822829_sardine_good_(1).png,yes,18.0,4.0,19.0,15.0,1.0,0.007015902712815715,49.0,51.0,0.2222222222222222,1.0230141054194506,0.14490277777777777,yes
20241029100852957_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,2.0,0.007122507122507123,45.0,52.0,0.23529411764705882,1.0333598093725178,0.14290243055555554,yes
20241029100852957_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,2.0,0.007122507122507123,45.0,43.0,0.17647058823529413,1.021285140562249,0.12039597222222222,yes
20241029101218172_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,1.0,0.007082152974504249,41.0,41.0,0.25,1.0353041259038707,0.11448368055555555,yes
20241029101218172_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,1.0,0.007082152974504249,44.0,43.0,0.17647058823529413,1.0225385527876631,0.12027083333333333,yes
20241029101253426_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,1.0,0.006741573033707865,43.0,39.0,0.25,1.036168521462639,0.12044284722222222,yes
20241029101253426_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,1.0,0.006741573033707865,45.0,44.0,0.2222222222222222,1.028878193261755,0.13690805555555555,yes
20241029101818796_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,2.0,0.006504770164787511,42.0,40.0,0.25,1.037772585669782,0.13132145833333334,yes
20241029101818796_sardine_good_(1).png,yes,18.0,3.0,18.0,15.0,2.0,0.006504770164787511,45.0,46.0,0.16666666666666666,1.0207017543859649,0.15149451388888888,yes
20241029102209795_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,1.0,0.0068997240110395585,41.0,42.0,0.25,1.0399505766062602,0.12364159722222222,yes
20241029102209795_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,1.0,0.0068997240110395585,44.0,49.0,0.17647058823529413,1.0231392209795604,0.1445547222222222,yes
20241029102315368_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,3.0,0.006890215893431328,45.0,54.0,0.2222222222222222,1.0373760488176964,0.15931340277777778,yes
20241029102315368_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,3.0,0.006890215893431328,43.0,49.0,0.17647058823529413,1.0210566615620214,0.14537777777777777,yes
20241029102328513_sardine_good_(0).png,yes,17.0,4.0,17.0,15.0,1.0,0.007253384912959381,44.0,44.0,0.23529411764705882,1.0350063264445382,0.11683243055555556,yes
20241029102328513_sardine_good_(1).png,yes,17.0,4.0,17.0,15.0,1.0,0.007253384912959381,43.0,46.0,0.23529411764705882,1.0270382695507487,0.12278298611111112,yes
20241029102344960_sardine_good_(0).png,yes,16.0,6.0,17.0,15.0,1.0,0.00741839762611276,42.0,40.0,0.375,1.0722727272727273,0.1010298611111111,yes
20241029102344960_sardine_good_(1).png,yes,16.0,3.0,17.0,15.0,1.0,0.00741839762611276,38.0,41.0,0.1875,1.02271714922049,0.104656875,yes
20241029102408126_sardine_good_(0).png,yes,16.0,3.0,16.0,15.0,2.0,0.006906077348066298,39.0,42.0,0.1875,1.028936170212766,0.12240881944444444,yes
20241029102408126_sardine_good_(1).png,yes,17.0,7.0,18.0,15.0,2.0,0.006906077348066298,43.0,44.0,0.4117647058823529,1.083366733466934,0.12848361111111112,yes
20241029102429508_sardine_good_(0).png,yes,16.0,4.0,17.0,15.0,2.0,0.00740009866798224,41.0,43.0,0.25,1.0293345008756567,0.11071527777777777,yes
20241029102429508_sardine_good_(1).png,yes,17.0,4.0,17.0,15.0,2.0,0.00740009866798224,39.0,40.0,0.23529411764705882,1.0364900086880973,0.10272840277777778,yes
20241029102446426_sardine_good_(0).png,yes,19.0,4.0,20.0,15.0,1.0,0.0069605568445475635,50.0,55.0,0.21052631578947367,1.0288022479803303,0.1590676388888889,yes
20241029102446426_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,1.0,0.0069605568445475635,44.0,45.0,0.2222222222222222,1.025426944971537,0.13153194444444444,yes
20241029102530440_sardine_good_(0).png,yes,19.0,5.0,20.0,15.0,1.0,0.006896551724137931,49.0,51.0,0.2631578947368421,1.032497350759449,0.15058458333333333,yes
20241029102530440_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.006896551724137931,44.0,43.0,0.23529411764705882,1.026995757809487,0.12829395833333335,yes
20241029102551757_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,1.0,0.0069605568445475635,45.0,44.0,0.16666666666666666,1.0226586102719033,0.1277561111111111,yes
20241029102551757_sardine_good_(1).png,yes,18.0,3.0,19.0,15.0,1.0,0.0069605568445475635,47.0,46.0,0.16666666666666666,1.0199041651308514,0.13312590277777778,yes
20241029102553115_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,1.0,0.0069605568445475635,45.0,44.0,0.16666666666666666,1.0226586102719033,0.1277561111111111,yes
20241029102553115_sardine_good_(1).png,yes,18.0,3.0,19.0,15.0,1.0,0.0069605568445475635,47.0,46.0,0.16666666666666666,1.0199041651308514,0.13312590277777778,yes
20241029102603606_sardine_good_(0).png,yes,18.0,3.0,19.0,15.0,1.0,0.007349338559529643,46.0,47.0,0.16666666666666666,1.0206145468689225,0.12210090277777778,yes
20241029102603606_sardine_good_(1).png,yes,19.0,4.0,19.0,15.0,1.0,0.007349338559529643,49.0,48.0,0.21052631578947367,1.0293668954996187,0.12539215277777777,yes
20241029102805368_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.006297229219143577,45.0,43.0,0.16666666666666666,1.0206077541040866,0.153665,yes
20241029102805368_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,2.0,0.006297229219143577,45.0,41.0,0.17647058823529413,1.0206654991243433,0.14466770833333334,yes
20241029102823142_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.007139457401237506,44.0,45.0,0.2222222222222222,1.0301251956181534,0.124189375,yes
20241029102823142_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,1.0,0.007139457401237506,45.0,45.0,0.17647058823529413,1.0232278734481377,0.12529604166666666,yes
20241029102904255_sardine_good_(0).png,yes,17.0,5.0,18.0,15.0,1.0,0.006567425569176883,42.0,45.0,0.29411764705882354,1.0439478584729982,0.14758444444444443,yes
20241029102904255_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,1.0,0.006567425569176883,45.0,40.0,0.17647058823529413,1.020094994519547,0.13120270833333333,yes
20241029102949213_sardine_good_(0).png,yes,19.0,3.0,19.0,15.0,1.0,0.006824385805277525,47.0,47.0,0.15789473684210525,1.0190305206463195,0.14284729166666665,yes
20241029102949213_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,1.0,0.006824385805277525,46.0,47.0,0.2222222222222222,1.0276738967838444,0.140298125,yes
20241029103000188_sardine_good_(0).png,yes,19.0,6.0,20.0,15.0,1.0,0.006781193490054249,49.0,50.0,0.3157894736842105,1.0471333098839255,0.15245895833333334,yes
20241029103000188_sardine_good_(1).png,yes,18.0,3.0,18.0,15.0,1.0,0.006781193490054249,45.0,45.0,0.16666666666666666,1.0217228464419477,0.13870458333333333,yes
20241029103013229_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.0068775790921595595,47.0,46.0,0.16666666666666666,1.0222473604826545,0.1379625,yes
20241029103013229_sardine_good_(1).png,yes,19.0,4.0,19.0,15.0,2.0,0.0068775790921595595,48.0,50.0,0.21052631578947367,1.022316684378321,0.1487021527777778,yes
20241029103108533_sardine_good_(0).png,yes,18.0,5.0,19.0,15.0,1.0,0.007190795781399808,46.0,45.0,0.2777777777777778,1.0402010050251256,0.12323034722222222,yes
20241029103108533_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007190795781399808,46.0,46.0,0.23529411764705882,1.0245374094931616,0.12616354166666666,yes
20241029103159353_sardine_good_(0).png,yes,18.0,4.0,19.0,15.0,1.0,0.006596306068601583,46.0,47.0,0.2222222222222222,1.0226148409893994,0.1504676388888889,yes
20241029103159353_sardine_good_(1).png,yes,17.0,5.0,18.0,15.0,1.0,0.006596306068601583,45.0,44.0,0.29411764705882354,1.0456721915285452,0.14234916666666667,yes
20241029103229686_sardine_good_(0).png,yes,18.0,5.0,19.0,15.0,1.0,0.0074887668497254116,48.0,51.0,0.2777777777777778,1.0427487015581303,0.1285059722222222,yes
20241029103229686_sardine_good_(1).png,yes,18.0,4.0,19.0,15.0,1.0,0.0074887668497254116,46.0,45.0,0.2222222222222222,1.0275303643724696,0.11348576388888888,yes
20241029103248237_sardine_good_(0).png,yes,17.0,3.0,18.0,15.0,1.0,0.006979990693345742,43.0,41.0,0.17647058823529413,1.0224763406940063,0.11796548611111111,yes
20241029103248237_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.006979990693345742,45.0,42.0,0.23529411764705882,1.03003120124805,0.1217475,yes
20241029104101745_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,1.0,0.007704160246533128,43.0,47.0,0.23529411764705882,1.0257754477937964,0.11087180555555555,yes
20241029104101745_sardine_good_(1).png,yes,18.0,5.0,18.0,15.0,1.0,0.007704160246533128,46.0,46.0,0.2777777777777778,1.0417376490630323,0.10984833333333334,yes
20241107093658234_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241107093714958_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241107093716235_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241107093724840_sardine_good_(0).png,yes,19.0,4.0,19.0,15.0,1.0,0.0070788107597923545,48.0,47.0,0.21052631578947367,1.0314672521039152,0.13239263888888889,yes
20241107093724840_sardine_good_(1).png,yes,20.0,4.0,21.0,15.0,1.0,0.0070788107597923545,50.0,57.0,0.2,1.0214067278287462,0.1590477777777778,yes
20241107093921719_sardine_good_(0).png,yes,17.0,4.0,17.0,15.0,1.0,0.006778129236330773,43.0,38.0,0.23529411764705882,1.0338780390593862,0.11603555555555556,yes
20241107093921719_sardine_good_(1).png,yes,18.0,3.0,18.0,15.0,1.0,0.006778129236330773,44.0,40.0,0.16666666666666666,1.0199473089951072,0.12217375,yes
20241107093935845_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.007045561296383279,45.0,47.0,0.16666666666666666,1.020703125,0.133651875,yes
20241107093935845_sardine_good_(1).png,yes,19.0,3.0,19.0,15.0,2.0,0.007045561296383279,44.0,46.0,0.15789473684210525,1.0181481481481482,0.1311247222222222,yes
20241107093952065_sardine_good_(0).png,yes,16.0,3.0,16.0,15.0,2.0,0.006868131868131868,41.0,38.0,0.1875,1.0201978565539984,0.11459513888888889,yes
20241107093952065_sardine_good_(1).png,yes,20.0,4.0,21.0,15.0,2.0,0.006868131868131868,52.0,53.0,0.2,1.0184089414858646,0.15788854166666666,yes
20241107094005442_sardine_good_(0).png,yes,19.0,4.0,19.0,15.0,1.0,0.006871278057718736,47.0,44.0,0.21052631578947367,1.0269493352497305,0.1315775,yes
20241107094005442_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,1.0,0.006871278057718736,42.0,38.0,0.17647058823529413,1.0230237912509594,0.11351583333333333,yes
20241107094023099_sardine_good_(0).png,yes,17.0,3.0,18.0,15.0,2.0,0.007015902712815715,45.0,44.0,0.17647058823529413,1.0231075697211156,0.1255020138888889,yes
20241107094023099_sardine_good_(1).png,yes,17.0,4.0,17.0,15.0,2.0,0.007015902712815715,45.0,40.0,0.23529411764705882,1.0329938900203666,0.11443118055555555,yes
20241107094031919_sardine_good_(0).png,yes,19.0,4.0,20.0,15.0,1.0,0.006738544474393531,50.0,54.0,0.21052631578947367,1.0222446916076846,0.166673125,yes
20241107094031919_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,1.0,0.006738544474393531,46.0,45.0,0.2222222222222222,1.0259597806215721,0.1380311111111111,yes
20241107094050473_sardine_good_(0).png,yes,19.0,5.0,20.0,15.0,2.0,0.007808433107756377,46.0,44.0,0.2631578947368421,1.0410793395086588,0.10218659722222222,yes
20241107094050473_sardine_good_(1).png,yes,17.0,3.0,18.0,15.0,2.0,0.007808433107756377,44.0,40.0,0.17647058823529413,1.021767522855899,0.09281763888888889,yes
20241107094102632_sardine_good_(0).png,yes,16.0,3.0,17.0,15.0,1.0,0.007796257796257797,40.0,43.0,0.1875,1.0253456221198156,0.09888618055555555,yes
20241107094102632_sardine_good_(1).png,yes,16.0,4.0,17.0,15.0,1.0,0.007796257796257797,43.0,46.0,0.25,1.0425138632162663,0.10700736111111112,yes
20241107094115265_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241107094142271_sardine_good_(0).png,yes,17.0,3.0,17.0,15.0,2.0,0.00725689404934688,44.0,47.0,0.17647058823529413,1.0224066390041493,0.12541027777777777,yes
20241107094142271_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,2.0,0.00725689404934688,42.0,43.0,0.23529411764705882,1.0319934372436423,0.11526770833333333,yes
20241107094151438_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.0073964497041420114,45.0,48.0,0.16666666666666666,1.0234532955923978,0.12379631944444444,yes
20241107094151438_sardine_good_(1).png,yes,17.0,3.0,17.0,15.0,2.0,0.0073964497041420114,43.0,45.0,0.17647058823529413,1.0253110253110254,0.11664951388888889,yes
20241107094204367_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241107094216723_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.007180469123982767,44.0,49.0,0.16666666666666666,1.023715415019763,0.13418965277777778,yes
20241107094216723_sardine_good_(1).png,yes,17.0,5.0,18.0,15.0,2.0,0.007180469123982767,43.0,46.0,0.29411764705882354,1.0537156704361874,0.12657395833333332,yes
20241107094230403_sardine_good_(0).png,yes,16.0,3.0,17.0,15.0,1.0,0.0074962518740629685,41.0,38.0,0.1875,1.0233892321270963,0.09456395833333334,yes
20241107094230403_sardine_good_(1).png,yes,16.0,3.0,16.0,15.0,1.0,0.0074962518740629685,41.0,39.0,0.1875,1.024367816091954,0.09827673611111111,yes
20241107094447138_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.007302823758519961,44.0,47.0,0.16666666666666666,1.0218181818181817,0.12484555555555556,yes
20241107094447138_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,2.0,0.007302823758519961,44.0,46.0,0.23529411764705882,1.035405516673528,0.12132576388888888,yes
20241107094448140_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.007302823758519961,44.0,47.0,0.16666666666666666,1.0218181818181817,0.12484555555555556,yes
20241107094448140_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,2.0,0.007302823758519961,44.0,46.0,0.23529411764705882,1.035405516673528,0.12132576388888888,yes
20241107094506027_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,2.0,0.007125890736342043,45.0,50.0,0.16666666666666666,1.021730694606131,0.13722951388888888,yes
20241107094506027_sardine_good_(1).png,yes,17.0,3.0,17.0,15.0,2.0,0.007125890736342043,41.0,39.0,0.17647058823529413,1.0215410107705054,0.10851409722222222,yes
20241107094523322_sardine_good_(0).png,yes,17.0,7.0,19.0,15.0,1.0,0.007676560900716479,45.0,48.0,0.4117647058823529,1.0953630796150482,0.1138079861111111,yes
20241107094523322_sardine_good_(1).png,yes,17.0,3.0,17.0,15.0,1.0,0.007676560900716479,41.0,46.0,0.17647058823529413,1.0241286863270778,0.10909152777777778,yes
20241107094558683_sardine_good.jpeg,yes,,,,,,,,,,,,no
20241107094613217_sardine_good_(0).png,yes,18.0,3.0,18.0,15.0,1.0,0.007530120481927711,45.0,50.0,0.16666666666666666,1.0208503679476697,0.1230275,yes
20241107094613217_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007530120481927711,43.0,45.0,0.23529411764705882,1.0303413400758534,0.11131805555555556,yes
20241107094646533_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.007132667617689016,44.0,50.0,0.2222222222222222,1.0272798129384255,0.13697590277777777,yes
20241107094646533_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007132667617689016,43.0,42.0,0.23529411764705882,1.0256718812675492,0.115890625,yes
20241107094647139_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.007132667617689016,44.0,50.0,0.2222222222222222,1.0272798129384255,0.13697590277777777,yes
20241107094647139_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007132667617689016,43.0,42.0,0.23529411764705882,1.0256718812675492,0.115890625,yes
20241107094647658_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.007132667617689016,44.0,50.0,0.2222222222222222,1.0272798129384255,0.13697590277777777,yes
20241107094647658_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007132667617689016,43.0,42.0,0.23529411764705882,1.0256718812675492,0.115890625,yes
20241107094649020_sardine_good_(0).png,yes,18.0,4.0,18.0,15.0,1.0,0.007132667617689016,44.0,50.0,0.2222222222222222,1.0272798129384255,0.13697590277777777,yes
20241107094649020_sardine_good_(1).png,yes,17.0,4.0,18.0,15.0,1.0,0.007132667617689016,43.0,42.0,0.23529411764705882,1.0256718812675492,0.115890625,yes
20241107094705221_sardine_good_(0).png,yes,16.0,3.0,17.0,15.0,1.0,0.007045561296383279,42.0,44.0,0.1875,1.026622296173045,0.12422069444444445,yes
20241107094705221_sardine_good_(1).png,yes,18.0,4.0,18.0,15.0,1.0,0.007045561296383279,45.0,47.0,0.2222222222222222,1.0303030303030303,0.13215006944444443,yes
20241107094721286_sardine_good_(0).png,yes,17.0,4.0,18.0,15.0,2.0,0.007313505607020965,44.0,47.0,0.23529411764705882,1.0382716049382716,0.12289006944444444,yes
20241107094721286_sardine_good_(1).png,yes,16.0,3.0,17.0,15.0,2.0,0.007313505607020965,42.0,44.0,0.1875,1.0240805604203151,0.1153542361111111,yes
20241107094729896_sardine_good_(0).png,yes,17.0,5.0,18.0,15.0,2.0,0.008121277747698972,44.0,48.0,0.29411764705882354,1.040646651270208,0.10156,yes
20241107094729896_sardine_good_(1).png,yes,16.0,5.0,17.0,15.0,2.0,0.008121277747698972,42.0,47.0,0.3125,1.0602990834539314,0.09972069444444444,yes
20241107094741249_sardine_good_(0).png,yes,17.0,6.0,18.0,15.0,3.0,0.007882291119285338,44.0,46.0,0.35294117647058826,1.0805555555555555,0.10325597222222223,yes
20241107094741249_sardine_good_(1).png,yes,17.0,3.0,17.0,15.0,3.0,0.007882291119285338,43.0,44.0,0.17647058823529413,1.0240963855421688,0.09925354166666667,yes
20241107094800311_sardine_good_(0).png,yes,17.0,4.0,17.0,15.0,2.0,0.006996268656716418,41.0,43.0,0.23529411764705882,1.0393509127789047,0.12446902777777778,yes
20241107094800311_sardine_good_(1).png,yes,19.0,3.0,19.0,15.0,2.0,0.006996268656716418,46.0,48.0,0.15789473684210525,1.0176082171680116,0.1364871527777778,yes
20241107094820873_sardine_good_(0).png,yes,18.0,5.0,19.0,15.0,2.0,0.007808433107756377,47.0,53.0,0.2777777777777778,1.04,0.12160958333333333,yes
