                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.88394,                 1.9091,                0.61682,                 1.0011,                0.86536,                0.84076,                0.87239,                0.67013,                0.55636,                0.53257,                0.47313,                0.31298,                0.90698,                 1.7505,                0.69895,                 1.0856,              0.0051985,              0.0051985,              0.0051985
                     99,                0.88917,                 1.8621,                0.61375,                  1.009,                0.85178,                0.82611,                0.86308,                0.66579,                0.56126,                0.51073,                0.46984,                0.31013,                0.89406,                 1.7485,                0.71105,                 1.0627,               0.005149,               0.005149,               0.005149
                    100,                0.88365,                 1.8795,                0.61377,                  1.005,                0.83534,                0.83937,                 0.8661,                0.66833,                0.54065,                0.52114,                0.46735,                0.31011,                 0.8857,                 1.7734,                 0.7093,                 1.0649,              0.0050995,              0.0050995,              0.0050995
                    101,                0.87831,                 1.8876,                0.61058,                0.99938,                0.84972,                0.83584,                0.86671,                0.67386,                 0.5435,                0.50289,                0.46268,                0.31149,                0.85777,                 1.7271,                0.73409,                 1.0485,                0.00505,                0.00505,                0.00505
                    102,                0.86917,                 1.8919,                0.59868,                0.99592,                0.84842,                0.83538,                0.87392,                 0.6746,                0.54277,                0.53955,                0.48159,                0.31463,                 0.8799,                 1.7655,                0.69517,                  1.056,              0.0050005,              0.0050005,              0.0050005
                    103,                0.86818,                 1.8965,                0.59778,                0.99603,                0.83711,                0.82622,                0.86048,                0.65927,                 0.5399,                0.52407,                0.47056,                0.30937,                0.91839,                 1.7563,                 0.6834,                 1.0932,               0.004951,               0.004951,               0.004951
                    104,                0.87886,                 1.8595,                0.60777,                0.99892,                0.85767,                 0.8405,                0.86838,                0.66094,                0.56381,                0.52202,                0.46981,                0.30862,                0.90368,                 1.7852,                0.73135,                 1.0739,              0.0049015,              0.0049015,              0.0049015
                    105,                0.88244,                 1.8477,                0.60745,                0.99869,                0.82264,                0.85138,                 0.8663,                0.66515,                0.53529,                0.51829,                0.47028,                0.30501,                0.88053,                 1.7831,                0.74834,                 1.0608,               0.004852,               0.004852,               0.004852
                    106,                0.87269,                 1.8758,                0.59995,                0.99866,                0.85452,                0.84787,                0.87116,                0.67342,                0.54191,                0.50628,                0.46424,                0.30932,                0.87552,                  1.783,                0.72855,                 1.0668,              0.0048025,              0.0048025,              0.0048025
                    107,                0.88089,                  1.882,                0.60418,                  1.001,                0.83584,                0.85528,                0.87308,                0.67556,                 0.5571,                0.53631,                0.48777,                0.31576,                0.88736,                 1.7719,                0.69725,                 1.0634,               0.004753,               0.004753,               0.004753
                    108,                0.86881,                 1.8883,                0.60232,                0.99702,                0.85189,                0.82685,                0.87182,                0.67394,                0.56004,                0.50771,                0.47534,                0.31312,                0.87808,                 1.7635,                0.70294,                  1.059,              0.0047035,              0.0047035,              0.0047035
                    109,                0.86683,                 1.8482,                0.59692,                 0.9992,                 0.8355,                0.85131,                0.87278,                0.67483,                0.54916,                0.53791,                0.48405,                0.31976,                0.88177,                 1.7434,                0.70799,                  1.068,               0.004654,               0.004654,               0.004654
                    110,                0.87018,                 1.8726,                0.59361,                0.99668,                0.87637,                 0.8223,                0.87752,                0.67831,                  0.591,                0.51303,                0.49015,                0.32917,                0.87513,                 1.7682,                0.69497,                 1.0608,              0.0046045,              0.0046045,              0.0046045
                    111,                0.86147,                 1.8739,                0.58971,                0.99813,                0.89545,                0.82877,                0.87599,                0.67877,                0.59553,                0.51982,                0.48984,                0.32485,                 0.8739,                 1.7399,                0.70676,                 1.0465,               0.004555,               0.004555,               0.004555
                    112,                0.86167,                 1.8337,                0.59332,                0.99536,                0.83729,                0.83503,                0.85384,                0.66405,                0.54543,                0.51632,                0.46636,                0.31506,                0.88839,                 1.7487,                0.71728,                 1.0664,              0.0045055,              0.0045055,              0.0045055
                    113,                0.86378,                 1.8727,                0.59005,                0.99694,                0.87861,                0.81522,                0.87415,                0.67619,                 0.5787,                0.49831,                0.47321,                 0.3055,                0.85532,                 1.7224,                0.71932,                 1.0368,               0.004456,               0.004456,               0.004456
                    114,                 0.8695,                  1.861,                0.59721,                0.99618,                0.83203,                0.85497,                0.86382,                0.67097,                0.54385,                0.53359,                0.48641,                0.32051,                0.85319,                 1.7535,                0.69728,                 1.0425,              0.0044065,              0.0044065,              0.0044065
                    115,                0.86923,                 1.8353,                0.59383,                0.99522,                0.86794,                0.80524,                0.85361,                0.66132,                 0.5133,                0.49378,                0.44801,                0.29875,                0.88044,                 1.6746,                0.73724,                 1.0694,               0.004357,               0.004357,               0.004357
                    116,                0.85152,                 1.8188,                0.58293,                0.99219,                0.87915,                0.81498,                0.87187,                0.68151,                0.56629,                0.49507,                0.46526,                0.31108,                0.86487,                  1.706,                0.67846,                 1.0435,              0.0043075,              0.0043075,              0.0043075
                    117,                0.86591,                 1.8295,                0.58719,                0.99191,                0.86822,                0.83976,                0.88311,                0.68436,                0.56468,                 0.5167,                0.48501,                0.31918,                0.87813,                 1.7493,                0.67819,                 1.0468,               0.004258,               0.004258,               0.004258
                    118,                0.85889,                 1.8627,                0.58351,                0.99088,                0.84243,                0.85741,                 0.8805,                 0.6805,                0.58181,                0.51244,                0.48861,                0.32743,                0.88628,                 1.7898,                0.67572,                 1.0581,              0.0042085,              0.0042085,              0.0042085
                    119,                0.85169,                 1.8365,                0.58142,                0.99063,                0.84538,                  0.851,                0.87775,                 0.6804,                0.53043,                0.50524,                0.47431,                0.31538,                0.89066,                  1.758,                0.67277,                 1.0713,               0.004159,               0.004159,               0.004159
                    120,                0.84217,                 1.8181,                0.57499,                0.98642,                 0.8425,                0.85056,                0.87789,                0.68196,                0.53998,                 0.5232,                 0.4746,                0.32139,                0.88864,                 1.7818,                0.69026,                 1.0535,              0.0041095,              0.0041095,              0.0041095
                    121,                0.84904,                 1.8284,                 0.5766,                0.98786,                0.85503,                0.84575,                0.87422,                0.68322,                0.57649,                0.49875,                0.47812,                0.32439,                0.88143,                 1.7535,                0.67893,                 1.0692,                0.00406,                0.00406,                0.00406
                    122,                0.84578,                 1.8298,                0.57629,                 0.9905,                0.87274,                0.82373,                0.87439,                0.68502,                0.53278,                0.52377,                0.47932,                0.31893,                0.87779,                 1.7527,                0.68249,                 1.0562,              0.0040105,              0.0040105,              0.0040105
                    123,                0.85559,                 1.8597,                0.58126,                0.99102,                0.86007,                0.84294,                0.87057,                0.67461,                0.55911,                 0.5148,                0.47349,                0.31566,                0.89948,                 1.7534,                0.70259,                   1.06,               0.003961,               0.003961,               0.003961
                    124,                0.85145,                 1.8547,                0.57819,                0.99207,                0.86549,                0.84702,                0.88167,                0.68132,                0.57374,                0.50015,                0.48351,                0.32375,                0.86554,                 1.7289,                0.67276,                 1.0474,              0.0039115,              0.0039115,              0.0039115
                    125,                0.85365,                  1.842,                0.57517,                0.99131,                0.88904,                0.83396,                0.88636,                0.68469,                0.59858,                0.53334,                0.50281,                0.32687,                0.87494,                 1.7603,                0.66047,                 1.0549,               0.003862,               0.003862,               0.003862
                    126,                0.85548,                 1.8465,                0.57458,                0.98936,                0.89462,                0.83233,                0.88223,                0.68313,                0.58791,                0.51092,                0.47903,                0.31523,                0.88373,                 1.7694,                0.66508,                  1.053,              0.0038125,              0.0038125,              0.0038125
                    127,                0.84042,                 1.8441,                0.56967,                 0.9831,                0.85752,                0.85223,                 0.8749,                0.67796,                0.54964,                0.52563,                0.47869,                0.31772,                0.89515,                 1.7839,                0.67231,                 1.0665,               0.003763,               0.003763,               0.003763
                    128,                0.84833,                 1.8078,                0.57409,                0.98917,                0.82257,                 0.8455,                 0.8625,                0.66854,                0.51842,                0.50865,                0.46809,                0.30952,                  0.909,                 1.8099,                0.69674,                 1.0814,              0.0037135,              0.0037135,              0.0037135
                    129,                0.84279,                 1.8438,                0.56867,                0.98284,                0.86364,                 0.8161,                0.86498,                0.67146,                0.57124,                0.48948,                0.47376,                0.31273,                0.88741,                 1.7585,                0.69354,                 1.0689,               0.003664,               0.003664,               0.003664
                    130,                0.83832,                 1.8728,                0.56766,                0.98519,                0.89787,                0.82168,                 0.8742,                0.68385,                0.59498,                0.50664,                0.48109,                0.32304,                0.87069,                 1.7245,                0.66166,                 1.0621,              0.0036145,              0.0036145,              0.0036145
                    131,                0.84709,                 1.8216,                 0.5719,                0.98888,                 0.8594,                0.83546,                0.86706,                0.67657,                0.55235,                0.51232,                0.47047,                0.31986,                 0.8704,                 1.7507,                0.67296,                 1.0572,               0.003565,               0.003565,               0.003565
                    132,                0.84288,                 1.8195,                0.56612,                0.98846,                0.86345,                0.82595,                0.86402,                0.67949,                0.56526,                0.49893,                0.46182,                0.31246,                 0.8716,                 1.7828,                0.67053,                 1.0622,              0.0035155,              0.0035155,              0.0035155
                    133,                0.84008,                 1.8165,                0.56086,                 0.9874,                0.83837,                0.86024,                0.87212,                0.67908,                0.53118,                0.52386,                0.47419,                0.31659,                0.86582,                 1.7267,                0.68117,                  1.054,               0.003466,               0.003466,               0.003466
                    134,                0.84122,                 1.8006,                 0.5638,                 0.9854,                0.85523,                0.84651,                 0.8766,                0.67404,                0.54181,                0.51209,                0.47273,                0.30852,                0.85827,                 1.7403,                0.67815,                 1.0498,              0.0034165,              0.0034165,              0.0034165
                    135,                0.83938,                 1.8098,                0.56123,                0.98157,                0.84133,                0.85134,                0.87074,                0.67186,                  0.541,                 0.5224,                 0.4821,                0.31462,                0.86484,                 1.8096,                0.68174,                  1.061,               0.003367,               0.003367,               0.003367
                    136,                0.82644,                  1.794,                0.55477,                0.98029,                0.87603,                0.84108,                0.87611,                0.68446,                0.58338,                0.50654,                0.47936,                0.32159,                0.87242,                 1.8119,                0.66918,                 1.0558,              0.0033175,              0.0033175,              0.0033175
                    137,                0.83737,                 1.8436,                0.56106,                0.98336,                0.87181,                  0.838,                0.87469,                0.68287,                0.56682,                0.52222,                0.48538,                0.32353,                0.87122,                   1.73,                0.68541,                 1.0545,               0.003268,               0.003268,               0.003268
                    138,                0.83599,                 1.8157,                0.55551,                0.97971,                0.89761,                0.82271,                0.87395,                0.68912,                0.59768,                  0.516,                0.48631,                0.32715,                0.86999,                 1.7591,                0.67828,                 1.0529,              0.0032185,              0.0032185,              0.0032185
                    139,                0.82901,                 1.8432,                0.55739,                0.98221,                0.86415,                0.83878,                0.87172,                0.67899,                0.57783,                0.51813,                0.47948,                0.32168,                0.87662,                 1.7595,                0.66504,                 1.0532,               0.003169,               0.003169,               0.003169
                    140,                0.82352,                  1.827,                 0.5499,                0.98188,                0.87065,                0.82216,                0.87441,                0.68504,                0.57315,                0.50093,                0.48263,                0.31904,                0.84721,                 1.7324,                  0.669,                 1.0443,              0.0031195,              0.0031195,              0.0031195
                    141,                0.83252,                 1.8133,                0.55441,                0.98046,                0.86761,                0.82513,                0.87194,                0.67627,                0.53274,                0.53869,                0.48232,                0.31684,                 0.8451,                 1.7134,                0.69349,                 1.0399,                0.00307,                0.00307,                0.00307
                    142,                0.82232,                 1.8301,                0.54648,                 0.9784,                0.86146,                0.83129,                0.86061,                0.67737,                0.55938,                0.51327,                0.46488,                0.31083,                0.85092,                 1.7328,                0.68117,                 1.0536,              0.0030205,              0.0030205,              0.0030205
                    143,                0.82073,                 1.8102,                0.55065,                0.97621,                0.84434,                0.84941,                0.86919,                0.68419,                0.54953,                0.52987,                0.47641,                0.31961,                0.85846,                  1.766,                0.71126,                 1.0512,               0.002971,               0.002971,               0.002971
                    144,                 0.8287,                 1.7751,                0.55249,                0.97793,                0.85926,                 0.8281,                0.86996,                0.68461,                0.56166,                0.50924,                0.47808,                0.32219,                0.86279,                 1.7818,                0.69003,                 1.0484,              0.0029215,              0.0029215,              0.0029215
                    145,                0.81557,                 1.8456,                0.54716,                 0.9722,                 0.8634,                0.83549,                0.86985,                0.68519,                0.55808,                0.50691,                0.47416,                0.31617,                0.86755,                 1.7763,                0.68975,                 1.0485,               0.002872,               0.002872,               0.002872
                    146,                0.81556,                 1.8082,                0.54083,                0.97303,                0.85479,                0.85144,                0.87326,                0.68321,                0.56061,                0.53236,                0.48488,                0.32186,                0.86576,                 1.7784,                0.67602,                 1.0494,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.8171,                 1.8248,                0.54434,                0.97154,                0.84414,                0.84864,                0.87553,                0.69053,                0.54195,                0.52881,                  0.481,                  0.325,                0.85785,                 1.7589,                0.68121,                 1.0446,               0.002773,               0.002773,               0.002773
                    148,                0.83008,                 1.8193,                0.55091,                 0.9778,                0.87408,                0.83779,                 0.8821,                0.68701,                0.57106,                0.51876,                0.48372,                0.31722,                0.86874,                  1.732,                0.65733,                 1.0488,              0.0027235,              0.0027235,              0.0027235
                    149,                0.81973,                 1.8209,                0.54775,                0.97219,                0.86264,                0.83122,                0.87869,                0.69233,                 0.5345,                0.52378,                0.47503,                0.31776,                0.86279,                 1.7214,                0.65599,                  1.055,               0.002674,               0.002674,               0.002674
                    150,                0.81599,                 1.7826,                0.54304,                  0.973,                0.89195,                0.82235,                0.87843,                0.68604,                 0.5651,                0.49085,                0.46295,                0.31246,                0.85465,                 1.7415,                 0.6582,                 1.0468,              0.0026245,              0.0026245,              0.0026245
                    151,                0.81422,                 1.8099,                0.53681,                0.97004,                0.88328,                0.82927,                0.87778,                 0.6879,                0.56466,                0.51552,                0.47592,                0.31756,                 0.8524,                 1.7648,                0.66829,                 1.0379,               0.002575,               0.002575,               0.002575
                    152,                0.80155,                 1.7941,                0.53489,                 0.9671,                0.85274,                0.83831,                0.87392,                0.68761,                0.59093,                0.48879,                0.47796,                0.32136,                0.83784,                 1.7324,                0.64642,                  1.037,              0.0025255,              0.0025255,              0.0025255
                    153,                0.81861,                  1.796,                0.53821,                0.97406,                 0.8714,                 0.8399,                0.87646,                0.68854,                 0.5509,                0.51655,                0.47909,                0.32211,                0.85215,                 1.7196,                0.66405,                 1.0359,               0.002476,               0.002476,               0.002476
                    154,                0.80886,                 1.8053,                0.53394,                 0.9738,                0.85462,                0.85084,                0.87683,                0.68894,                 0.5542,                0.52032,                0.48522,                0.32129,                0.84658,                 1.7354,                0.66601,                 1.0414,              0.0024265,              0.0024265,              0.0024265
                    155,                0.79685,                 1.8109,                 0.5285,                0.96616,                0.85684,                0.83636,                0.86925,                0.68571,                0.54489,                 0.5033,                0.47023,                0.31638,                0.85152,                 1.7237,                0.68991,                 1.0411,               0.002377,               0.002377,               0.002377
                    156,                0.80357,                   1.79,                0.53337,                 0.9676,                0.87324,                 0.8186,                0.86427,                 0.6872,                0.53179,                0.51715,                0.47157,                0.31914,                0.85149,                 1.7273,                0.68507,                 1.0472,              0.0023275,              0.0023275,              0.0023275
                    157,                0.80482,                 1.8413,                 0.5352,                0.96937,                0.86015,                0.84983,                0.87355,                0.68749,                0.55912,                0.52326,                0.48572,                0.32114,                0.85564,                  1.747,                0.66468,                 1.0457,               0.002278,               0.002278,               0.002278
                    158,                 0.7997,                 1.8162,                0.52809,                0.96857,                0.89699,                0.82359,                 0.8793,                0.69024,                0.59361,                0.48359,                0.47559,                0.32095,                0.84771,                 1.7105,                0.66331,                 1.0403,              0.0022285,              0.0022285,              0.0022285
                    159,                0.80801,                 1.8345,                0.53285,                 0.9723,                0.87566,                0.83314,                0.88264,                0.69325,                 0.5675,                0.50702,                 0.4775,                 0.3205,                0.84737,                 1.7121,                0.65533,                 1.0403,               0.002179,               0.002179,               0.002179
                    160,                0.80522,                  1.826,                 0.5305,                0.97029,                0.85455,                 0.8365,                0.87503,                0.68926,                0.57185,                0.50831,                0.48053,                0.32481,                0.83744,                 1.7448,                0.67075,                 1.0355,              0.0021295,              0.0021295,              0.0021295
                    161,                 0.8037,                 1.7797,                0.53317,                0.96858,                0.88343,                 0.8403,                 0.8798,                0.69457,                 0.5712,                0.51771,                0.47478,                0.32063,                0.82198,                 1.7317,                0.66321,                 1.0258,                0.00208,                0.00208,                0.00208
                    162,                 0.7902,                 1.8138,                0.51943,                0.96485,                0.88613,                 0.8271,                0.87487,                0.69129,                0.58648,                0.51014,                0.48184,                0.32382,                0.83465,                 1.7231,                 0.6614,                 1.0307,              0.0020305,              0.0020305,              0.0020305
                    163,                0.79437,                 1.7705,                0.52231,                0.96353,                0.87796,                0.82921,                0.87209,                0.68697,                0.57753,                 0.5061,                0.48043,                0.32259,                0.84234,                 1.7197,                0.65928,                 1.0312,               0.001981,               0.001981,               0.001981
                    164,                0.78701,                  1.772,                 0.5179,                0.96012,                0.89851,                 0.8257,                0.86908,                0.68343,                 0.5911,                0.50327,                0.47579,                0.32292,                0.86213,                 1.7708,                0.66595,                 1.0474,              0.0019315,              0.0019315,              0.0019315
                    165,                0.80445,                 1.7618,                 0.5278,                0.97093,                0.84209,                0.85671,                 0.8766,                0.68845,                0.53573,                0.51871,                0.47271,                0.31728,                0.85685,                 1.7418,                0.67535,                 1.0441,               0.001882,               0.001882,               0.001882
                    166,                 0.7943,                  1.767,                0.52204,                0.96665,                0.84535,                0.83826,                0.87433,                0.68218,                0.54524,                0.51399,                0.47448,                0.31723,                0.86884,                 1.7367,                0.67352,                 1.0523,              0.0018325,              0.0018325,              0.0018325
                    167,                0.79053,                  1.762,                0.51831,                0.96297,                 0.8632,                0.85276,                0.88112,                0.68907,                0.55848,                0.52276,                0.48063,                 0.3239,                0.86171,                 1.7421,                0.67295,                 1.0509,               0.001783,               0.001783,               0.001783
                    168,                0.78174,                 1.7695,                0.51626,                0.96127,                0.87445,                0.83484,                0.87902,                 0.6916,                0.56857,                0.51396,                0.47774,                  0.322,                0.84895,                 1.7556,                 0.6705,                 1.0406,              0.0017335,              0.0017335,              0.0017335
